english;ipa;portuguese;level;tags
anguish;;Angústia;A1;pack:inedita-20251231
apprehensive;;Apreensivo.;A1;pack:inedita-20251231
animosity;;Antipatia;A1;pack:inedita-20251231
appalled;;horrorizado, chocado;A1;pack:inedita-20251231
antipathy;;Antipatia.;A1;pack:inedita-20251231
anserine;;Anserina;A1;pack:inedita-20251231
animus;;intention;A1;pack:inedita-20251231
appall;;espantoso;A1;pack:inedita-20251231
angst;;Angústia;A1;pack:inedita-20251231
anathema;;anátema;A1;pack:inedita-20251231
anomaly;;anomalia;A1;pack:inedita-20251231
anodyne;;anódino;A1;pack:inedita-20251231
anticipation;;Antecipação;A1;pack:inedita-20251231
apparition;;Aparição;A1;pack:inedita-20251231
appease;;Apaziguar;A1;pack:inedita-20251231
antithetical;;antitético;A1;pack:inedita-20251231
appraise;;Averiguação;A1;pack:inedita-20251231
appealing;;atraente;A1;pack:inedita-20251231
antiquated;;antiquado;A1;pack:inedita-20251231
antecedent;;Condições;A1;pack:inedita-20251231
analogy;;analogia organísmica.;A1;pack:inedita-20251231
anteroom;;ANTESALA;A1;pack:inedita-20251231
antithesis;;antítese;A1;pack:inedita-20251231
anon;;Anon.;A1;pack:inedita-20251231
annex;;anexo;A1;pack:inedita-20251231
anguished;;angustiado;A1;pack:inedita-20251231
ancillary;;acessório;A1;pack:inedita-20251231
anomalous;;Anomalia;A1;pack:inedita-20251231
annoyance;;Aborrecimento;A1;pack:inedita-20251231
antithetic;;antitético;A1;pack:inedita-20251231
apparatus;;aparelho de respiração;A1;pack:inedita-20251231
antediluvian;;antediluviano;A1;pack:inedita-20251231
anamnesis;;Anamnese;A1;pack:inedita-20251231
anesthetized;;- Anestesiado?;A1;pack:inedita-20251231
anomic;;Anômico;A1;pack:inedita-20251231
appreciative;;APRECIATIVO;A1;pack:inedita-20251231
appreciation;;mais-valia;A1;pack:inedita-20251231
annul;;Anular.;A1;pack:inedita-20251231
antagonistic;;Antagônico;A1;pack:inedita-20251231
annoyed;;Chatiado;A1;pack:inedita-20251231
animate;;animar;A1;pack:inedita-20251231
appellation;;Denominação de Origem;A1;pack:inedita-20251231
antechamber;;antprâmara;A1;pack:inedita-20251231
annihilation;;[pular];A1;pack:inedita-20251231
antsy;;impaciente;A1;pack:inedita-20251231
analog;;analógico;A1;pack:inedita-20251231
approval;;aprovação;A1;pack:inedita-20251231
apparently;;parece que....;A1;pack:inedita-20251231
appraisal;;AFERIÇÃO.;A1;pack:inedita-20251231
annulus;;anular;A1;pack:inedita-20251231
anecdote;;Anedota;A1;pack:inedita-20251231
annihilate;;ANIQUILAR;A1;pack:inedita-20251231
apperception;;apercepção;A1;pack:inedita-20251231
analgesic;;Analgésico;A1;pack:inedita-20251231
appearance;;participação;A1;pack:inedita-20251231
anarchy;;Anarquia;A1;pack:inedita-20251231
anastasis;;anástase;A1;pack:inedita-20251231
anesthetic;;Anestésico;A1;pack:inedita-20251231
antinomy;;Antinomia;A1;pack:inedita-20251231
anfractuous;;anfractuoso;A1;pack:inedita-20251231
apprehensiveness;;apreensão;A1;pack:inedita-20251231
anecdotes;;anedotas;A1;pack:inedita-20251231
antagonist;;Antagonista;A1;pack:inedita-20251231
animism;;Animismo.;A1;pack:inedita-20251231
apprentice;;aprendiz;A1;pack:inedita-20251231
antiquity;;Antiguidade;A1;pack:inedita-20251231
analytical;;analítica.;A1;pack:inedita-20251231
appalling;;abominável, abomináveis;A1;pack:inedita-20251231
annunciate;;anunciar;A1;pack:inedita-20251231
approaching;;se aproximando;A1;pack:inedita-20251231
appeasing;;apaziguar;A1;pack:inedita-20251231
anancastic;;anancástico;A1;pack:inedita-20251231
anacrisis;;anacrisia;A1;pack:inedita-20251231
anocracy;;anocracia;A1;pack:inedita-20251231
anthropology;;Antropologia;A1;pack:inedita-20251231
annotation;;anotação;A1;pack:inedita-20251231
animated;;animado;A1;pack:inedita-20251231
antiquarian;;antiquário;A1;pack:inedita-20251231
anhedonia;;"anedonia;";A1;pack:inedita-20251231
anthropomorphic;;antropomórfico;A1;pack:inedita-20251231
analyse;;analisar;A1;pack:inedita-20251231
anile;;anil;A1;pack:inedita-20251231
appreciated;;Estimado;A1;pack:inedita-20251231
apperceptive;;aperceptivo;A1;pack:inedita-20251231
animalistic;;Animalístico;A1;pack:inedita-20251231
anal-retentive;;anal-retentivo;A1;pack:inedita-20251231
appetition;;apetição;A1;pack:inedita-20251231
analepsis;;analepse;A2;pack:inedita-20251231
analagous;;Análago;A2;pack:inedita-20251231
anthropomorphism;;Antropomorfismo;A2;pack:inedita-20251231
animation;;animação;A2;pack:inedita-20251231
annulment;;ANULAÇÃO;A2;pack:inedita-20251231
anachronism;;Anacronismo;A2;pack:inedita-20251231
antagonism;;Antagonismo;A2;pack:inedita-20251231
annals;;Anais...;A2;pack:inedita-20251231
antisocial;;"anti-social.""";A2;pack:inedita-20251231
anarchist;;anarquista;A2;pack:inedita-20251231
appetizing;;- Apetitoso.;A2;pack:inedita-20251231
annihilated;;aniquilado.;A2;pack:inedita-20251231
apprehensively;;apreensivamente;A2;pack:inedita-20251231
anticipated;;antecipada;A2;pack:inedita-20251231
appropriated;;Apropriados;A2;pack:inedita-20251231
annihilative;;aniquilador;A2;pack:inedita-20251231
anointed;;ungido;A2;pack:inedita-20251231
anthropomorphite;;antropomorfita;A2;pack:inedita-20251231
anoetic;;anoético;A2;pack:inedita-20251231
angsty;;angustiado;A2;pack:inedita-20251231
anterior;;"preceding; precedent";A2;pack:inedita-20251231
anus;;ânus;A2;pack:inedita-20251231
ante;;before, in view of;A2;pack:inedita-20251231
appetite;;apetite.;A2;pack:inedita-20251231
appendage;;Apêndice;A2;pack:inedita-20251231
appellant;;agravante;A2;pack:inedita-20251231
andante;;Andamento;A2;pack:inedita-20251231
ancestry;;ancestralidade;A2;pack:inedita-20251231
anonymity;;Anonimato;A2;pack:inedita-20251231
anastomose;;anastomoses;A2;pack:inedita-20251231
antemeridian;;antemeridiano;A2;pack:inedita-20251231
anticipating;;(antecipando);A2;pack:inedita-20251231
androcracy;;androcracia;A2;pack:inedita-20251231
anomalism;;anomalismo;A2;pack:inedita-20251231
anatomy;;ANATOMIA;A2;pack:inedita-20251231
anvil;;bigorna;A2;pack:inedita-20251231
anchorage;;fixação;A2;pack:inedita-20251231
androgynous;;Andrógeno;A2;pack:inedita-20251231
antedate;;antedato;A2;pack:inedita-20251231
angelic;;Angelical;A2;pack:inedita-20251231
anglo-saxon;;HOMENS BRANCOS;A2;pack:inedita-20251231
antagonize;;Antagonizar;A2;pack:inedita-20251231
anarchic;;Anárquico;A2;pack:inedita-20251231
appeasement;;Política de apaziguamento;A2;pack:inedita-20251231
appreciable;;apreciável;A2;pack:inedita-20251231
antipathetic;;antipático;A2;pack:inedita-20251231
approbate;;aprovar;A2;pack:inedita-20251231
angered;;Irritado;A2;pack:inedita-20251231
anuran;;anuro;A2;pack:inedita-20251231
anxiousness;;Ansiedade;A2;pack:inedita-20251231
anticipant;;antecipante;A2;pack:inedita-20251231
anarchical;;anárquico;A2;pack:inedita-20251231
andrology;;andrologia;A2;pack:inedita-20251231
anaphia;;anafia;A2;pack:inedita-20251231
anthropomorph;;antropomorfo;A2;pack:inedita-20251231
anamorph;;anamorfo;A2;pack:inedita-20251231
ana;;ANA SÍLVIA;A2;pack:inedita-20251231
antiseptic;;Antisséptico;A2;pack:inedita-20251231
anise;;anis-verde;A2;pack:inedita-20251231
analogue;;analógico;A2;pack:inedita-20251231
anthropoid;;antropóide;A2;pack:inedita-20251231
antonym;;Antônimo;A2;pack:inedita-20251231
anthracite;;Antracite;A2;pack:inedita-20251231
anchorite;;Anacoreta;A2;pack:inedita-20251231
approved;;aprovado;A2;pack:inedita-20251231
antecedence;;Antecedência;A2;pack:inedita-20251231
animality;;animalidade;A2;pack:inedita-20251231
announced;;anunciado;A2;pack:inedita-20251231
appeaser;;Política de apaziguamento;A2;pack:inedita-20251231
anagogy;;anagogia;A2;pack:inedita-20251231
apprehended;;apreendido;A2;pack:inedita-20251231
annexing;;anexando;A2;pack:inedita-20251231
appendages;;anexos (cutâneos);A2;pack:inedita-20251231
anilingus;;anilíngua;A2;pack:inedita-20251231
annuent;;anuente;A2;pack:inedita-20251231
ankylosed;;Anquilose;A2;pack:inedita-20251231
animastic;;animástico;A2;pack:inedita-20251231
apprehensions;;apreensões;A2;pack:inedita-20251231
appeasive;;apaziguador;A2;pack:inedita-20251231
anodynia;;anodinia;A2;pack:inedita-20251231
antisun;;antissol;A2;pack:inedita-20251231
appaling;;apavorante;A2;pack:inedita-20251231
appendix;;apêndice;A2;pack:inedita-20251231
anesthesia;;anestesia;B1;pack:inedita-20251231
anastomosis;;Anastomose.;B1;pack:inedita-20251231
analyst;;analista;B1;pack:inedita-20251231
antidote;;Antídoto;B1;pack:inedita-20251231
appropriation;;dotação orçamentária;B1;pack:inedita-20251231
anoxia;;anóxia;B1;pack:inedita-20251231
anthropometry;;ANTROPOMETRIA;B1;pack:inedita-20251231
approximation;;Aproximação;B1;pack:inedita-20251231
annunciation;;Anunciação;B1;pack:inedita-20251231
anthropogenic;;Antropogênico;B1;pack:inedita-20251231
anthesis;;antese;B1;pack:inedita-20251231
anthropologist;;Antropólogo.;B1;pack:inedita-20251231
anonym;;Anônimo;B1;pack:inedita-20251231
anorak;;anoraque;B1;pack:inedita-20251231
anticipatory;;antecipatório;B1;pack:inedita-20251231
appetency;;apetência;B1;pack:inedita-20251231
anthropomorphous;;Antropomorfismo;B1;pack:inedita-20251231
anxiously;;ansiosamente.;B1;pack:inedita-20251231
anguine;;anguina;B1;pack:inedita-20251231
approbative;;aprobative;B1;pack:inedita-20251231
annealed;;Recozido;B1;pack:inedita-20251231
anomalousness;;anomalia;B1;pack:inedita-20251231
apparitor;;aparelhador;B1;pack:inedita-20251231
apparitional;;aparitional;B1;pack:inedita-20251231
anomalies;;de anomalias.;B1;pack:inedita-20251231
analgetic;;analgésico;B1;pack:inedita-20251231
appreciably;;apreciavelmente;B1;pack:inedita-20251231
antonymous;;antônimo;B1;pack:inedita-20251231
anaesthesiology;;Anestesiologia;B1;pack:inedita-20251231
aniconic;;anicônico;B1;pack:inedita-20251231
appropinquity;;apropinquity;B1;pack:inedita-20251231
anhedonic;;anedônico;B1;pack:inedita-20251231
anetic;;anético;B1;pack:inedita-20251231
analysing;;analisando,;B1;pack:inedita-20251231
antevenient;;anteveniente;B1;pack:inedita-20251231
appropriacy;;Recato.;B1;pack:inedita-20251231
anomoly;;anomalia;B1;pack:inedita-20251231
annosity;;anuidade;B1;pack:inedita-20251231
anaphora;;anáfora;B1;pack:inedita-20251231
annular;;anelar;B1;pack:inedita-20251231
anticlimax;;Anticlímax;B1;pack:inedita-20251231
anadromous;;anádromo;B1;pack:inedita-20251231
analytic;;Analise;B1;pack:inedita-20251231
andromeda;;Andrômeda!!;B1;pack:inedita-20251231
appellate;;Des.;B1;pack:inedita-20251231
answerable;;responsabilizável, responsável;B1;pack:inedita-20251231
approachable;;acessível;B1;pack:inedita-20251231
anymore;;.;B1;pack:inedita-20251231
anthropomorphize;;antropomorfizar;B1;pack:inedita-20251231
anthropic;;Antrópico;B1;pack:inedita-20251231
apprehensible;;apreensível;B1;pack:inedita-20251231
appropriately;;adequadamente.;B1;pack:inedita-20251231
ansa;;(ANSA);B1;pack:inedita-20251231
antiquate;;antiquado;B1;pack:inedita-20251231
annihilator;;aniquilador;B1;pack:inedita-20251231
anthropophagy;;antropofagia;B1;pack:inedita-20251231
analytics;;análises;B1;pack:inedita-20251231
anticipative;;anticipativo;B1;pack:inedita-20251231
antidisestablishmentarianism;;antidesestabelecimento;B1;pack:inedita-20251231
appallingly;;assustadoramente;B1;pack:inedita-20251231
analyzing;;analisar;B1;pack:inedita-20251231
analyses;;análises;B1;pack:inedita-20251231
appeach;;apaziguar;B1;pack:inedita-20251231
anguishing;;angustiante;B1;pack:inedita-20251231
aniconism;;aniconismo;B1;pack:inedita-20251231
anonyma;;anônimo;B1;pack:inedita-20251231
anthro;;antro;B1;pack:inedita-20251231
antumbra;;Antombra;B1;pack:inedita-20251231
anentropy;;anentropia;B1;pack:inedita-20251231
anthropocide;;antropocídio;B1;pack:inedita-20251231
annuity;;anuidade;B2;pack:inedita-20251231
anneal;;Recozimento;B2;pack:inedita-20251231
angora;;TURCO;B2;pack:inedita-20251231
anagram;;Anagrama;B2;pack:inedita-20251231
announcement;;aviso;B2;pack:inedita-20251231
anoint;;ungir;B2;pack:inedita-20251231
anemic;;Anêmicas;B2;pack:inedita-20251231
anamorphosis;;anamorfose;B2;pack:inedita-20251231
ananas;;anana;B2;pack:inedita-20251231
antiphrasis;;antifrase;B2;pack:inedita-20251231
anglo;;A Anglo;B2;pack:inedita-20251231
anachronistic;;anacrônico;B2;pack:inedita-20251231
antepenultimate;;Antepenúltima;B2;pack:inedita-20251231
approving;;aprovação;B2;pack:inedita-20251231
anesthesiology;;"Anestesiologia&#10;";B2;pack:inedita-20251231
anxiolytic;;ANSIOLÍTICO;B2;pack:inedita-20251231
anoxic;;"<g id=""1"">*</g><g id=""2""> </g><g id=""3"">Anoxic</g>";B2;pack:inedita-20251231
anaphrodisia;;anafrodisia;B2;pack:inedita-20251231
animalism;;• Animalismo;B2;pack:inedita-20251231
annatto;;Anato;B2;pack:inedita-20251231
appearing;;Aparecimento;B2;pack:inedita-20251231
appetitive;;Apetitivo;B2;pack:inedita-20251231
anionic;;aniônico;B2;pack:inedita-20251231
anencephalic;;anencefálico;B2;pack:inedita-20251231
anomy;;Anomia;B2;pack:inedita-20251231
anteriority;;Anterioridade;B2;pack:inedita-20251231
