english;ipa;portuguese;level;tags
beable;;capaz;B1;pack:inedita_missing
beachhead;;cabeça de praia;B1;pack:inedita_missing
beadhouse;;casa de contas;B1;pack:inedita_missing
beading;;contorno;B1;pack:inedita_missing
beadroll;;rol de contas;B1;pack:inedita_missing
beag;;beagle;B1;pack:inedita_missing
beanball;;bola de feijão;B1;pack:inedita_missing
bearbaiting;;urso de combate;B1;pack:inedita_missing
beardist;;barbista;B1;pack:inedita_missing
beardy;;barbudo;B1;pack:inedita_missing
beare;;suportar;B1;pack:inedita_missing
bearherd;;urso;B1;pack:inedita_missing
beastman;;bestial;B1;pack:inedita_missing
beat-up;;desgastado;B1;pack:inedita_missing
beatified;;beatificado;B1;pack:inedita_missing
beatrix;;beatriz;B1;pack:inedita_missing
beatus;;beato;B1;pack:inedita_missing
beaufet;;bufê;B1;pack:inedita_missing
beautied;;embelezado;B1;pack:inedita_missing
beautification;;embelezamento;B1;pack:inedita_missing
beautifull;;bonito;B1;pack:inedita_missing
beavered;;castor;B1;pack:inedita_missing
bef;;befana;B1;pack:inedita_missing
befalls;;acontece;B1;pack:inedita_missing
befittingly;;apropriadamente;B1;pack:inedita_missing
befool;;enganar;B1;pack:inedita_missing
befouled;;contaminado;B1;pack:inedita_missing
befriends;;faz amizade;B1;pack:inedita_missing
begat;;gerou;B1;pack:inedita_missing
begets;;gerar;B1;pack:inedita_missing
beggarly;;miserável;B1;pack:inedita_missing
beggarwoman;;mendiga;B1;pack:inedita_missing
begild;;dourar;B1;pack:inedita_missing
begot;;gerou;B1;pack:inedita_missing
beguiles;;enganar;B1;pack:inedita_missing
begynnynge;;início;B1;pack:inedita_missing
belabored;;exagerado;B1;pack:inedita_missing
belaborer;;excessivo;B1;pack:inedita_missing
belamped;;belampado;B1;pack:inedita_missing
belapped;;não existe;B1;pack:inedita_missing
belchers;;arrotos;B1;pack:inedita_missing
beleaguering;;cercar;B2;pack:inedita_missing
belee;;beleza;B2;pack:inedita_missing
belfried;;campanário;B2;pack:inedita_missing
believability;;credibilidade;B2;pack:inedita_missing
believably;;credivelmente;B2;pack:inedita_missing
belive;;acreditar;B2;pack:inedita_missing
bell-end;;idiota;B2;pack:inedita_missing
bell-wether;;líder;B2;pack:inedita_missing
bellbottoms;;calças boca de sino;B2;pack:inedita_missing
bellevue;;bela vista;B2;pack:inedita_missing
bellflower;;campânula;B2;pack:inedita_missing
