english;ipa;portuguese;level;tags
reconstructed;;reconstruído;A1;pack:inedita_v3
rests;;descansa;A1;pack:inedita_v3
results;;resultados;A1;pack:inedita_v3
restrictions;;restrições;A1;pack:inedita_v3
responsibilities;;responsabilidades;A1;pack:inedita_v3
replaced;;substituído;A1;pack:inedita_v3
recollections;;recordações;A1;pack:inedita_v3
recommendations;;recomendações;A1;pack:inedita_v3
resembles;;assemelha-se;A1;pack:inedita_v3
recorder;;gravador;A1;pack:inedita_v3
residue;;resíduo;A1;pack:inedita_v3
respiration;;respiração;A1;pack:inedita_v3
resultant;;resultante;A1;pack:inedita_v3
reserves;;reservas;A1;pack:inedita_v3
restructuring;;reestruturação;A1;pack:inedita_v3
regain;;recuperar;A1;pack:inedita_v3
regularity;;regularidade;A1;pack:inedita_v3
repetitive;;repetitivo;A1;pack:inedita_v3
restored;;restaurado;A1;pack:inedita_v3
refining;;refinamento;A1;pack:inedita_v3
receiving;;recebendo;A1;pack:inedita_v3
respecting;;respeitando;A1;pack:inedita_v3
referred;;referido;A1;pack:inedita_v3
renewed;;renovado;A1;pack:inedita_v3
returned;;devolvido;A1;pack:inedita_v3
recognizing;;reconhecendo;A1;pack:inedita_v3
relating;;relativo;A1;pack:inedita_v3
removing;;removendo;A1;pack:inedita_v3
residents;;residentes;A1;pack:inedita_v3
resembling;;parecido;A1;pack:inedita_v3
responded;;respondeu;A1;pack:inedita_v3
reviewing;;revisando;A1;pack:inedita_v3
relatives;;parentes;A1;pack:inedita_v3
reservations;;reservas;A1;pack:inedita_v3
residues;;resíduos;A1;pack:inedita_v3
reflections;;reflexões;A1;pack:inedita_v3
reproduced;;reproduzido;A1;pack:inedita_v3
revenue;;receita;A1;pack:inedita_v3
refugee;;refugiado;A1;pack:inedita_v3
referral;;encaminhamento;A1;pack:inedita_v3
resection;;ressecção;A1;pack:inedita_v3
salient;;saliente;A1;pack:inedita_v3
sanction;;sanção;A1;pack:inedita_v3
sanctuary;;santuário;A1;pack:inedita_v3
