english;ipa;portuguese;level;tags
grunts;;grunhidos;A1;pack:inedita_missing
grunty;;grunhido;A1;pack:inedita_missing
grus;;grou;A1;pack:inedita_missing
grutch;;grunhido;A1;pack:inedita_missing
gryllus;;grilo;A1;pack:inedita_missing
grype;;gripe;A1;pack:inedita_missing
habitable;;habitável;A1;pack:inedita_missing
hack;;hackear;A1;pack:inedita_missing
hag;;bruxa;A1;pack:inedita_missing
hahn;;galo;A1;pack:inedita_missing
haiku;;haicai;A1;pack:inedita_missing
haircut;;corte de cabelo;A1;pack:inedita_missing
hakim;;juiz;A1;pack:inedita_missing
halle;;salão;A1;pack:inedita_missing
halogen;;halogênio;A1;pack:inedita_missing
handbag;;bolsa;A1;pack:inedita_missing
handel;;manipular;A1;pack:inedita_missing
handheld;;portátil;A1;pack:inedita_missing
handicraft;;artesanato;A1;pack:inedita_missing
handiwork;;artesanato;A1;pack:inedita_missing
handkerchiefs;;lenços;A1;pack:inedita_missing
handmade;;artesanal;A1;pack:inedita_missing
hangover;;ressaca;A1;pack:inedita_missing
hansard;;ata;A1;pack:inedita_missing
hap;;sorte;A1;pack:inedita_missing
haploid;;haploide;A1;pack:inedita_missing
harass;;assediar;A1;pack:inedita_missing
harassing;;assediando;A1;pack:inedita_missing
harbinger;;presságio;A1;pack:inedita_missing
harbored;;abrigado;A1;pack:inedita_missing
harboring;;abrigo;A1;pack:inedita_missing
hardwoods;;madeiras duras;A1;pack:inedita_missing
hardworking;;trabalhador;A1;pack:inedita_missing
hark;;ouvir;A1;pack:inedita_missing
harlequin;;arlequim;A1;pack:inedita_missing
harming;;prejudicando;A1;pack:inedita_missing
harmoniously;;harmoniosamente;A1;pack:inedita_missing
harmonized;;harmonizado;A1;pack:inedita_missing
harnessing;;aproveitamento;A1;pack:inedita_missing
harpers;;harpeiros;A1;pack:inedita_missing
harried;;apressado;A1;pack:inedita_missing
harrow;;ararado;A1;pack:inedita_missing
harrowing;;angustiante;A1;pack:inedita_missing
hassle;;incômodo;A1;pack:inedita_missing
hasta;;haste;A1;pack:inedita_missing
hastening;;apressando;A1;pack:inedita_missing
hatchet;;machadinha;A1;pack:inedita_missing
haut;;alto;A1;pack:inedita_missing
haw;;cavalo;A1;pack:inedita_missing
hawking;;venda ambulante;A1;pack:inedita_missing
hawthorn;;espinheiro;A1;pack:inedita_missing
inapplicable;;inaplicável;A1;pack:inedita_missing
inarticulate;;inarticulado;A1;pack:inedita_missing
inattention;;desatenção;A1;pack:inedita_missing
inaudible;;inaudível;A1;pack:inedita_missing
incapacitated;;incapacitado;A1;pack:inedita_missing
incendiary;;incendiário;A1;pack:inedita_missing
incestuous;;incestuoso;A1;pack:inedita_missing
incite;;incitar;A1;pack:inedita_missing
incited;;incitado;A1;pack:inedita_missing
incoherence;;incoerência;A1;pack:inedita_missing
inconsiderable;;insignificante;A1;pack:inedita_missing
incorrigible;;incorrigível;A1;pack:inedita_missing
incredulity;;incredulidade;A1;pack:inedita_missing
incredulously;;incrédulo;A2;pack:inedita_missing
incriminating;;incriminatório;A2;pack:inedita_missing
incubator;;incubadora;A2;pack:inedita_missing
inculcate;;inculcar;A2;pack:inedita_missing
inculcated;;inculcado;A2;pack:inedita_missing
incursion;;incursão;A2;pack:inedita_missing
indecisive;;indeciso;A2;pack:inedita_missing
indefatigable;;indefatigável;A2;pack:inedita_missing
indefinable;;indefinível;A2;pack:inedita_missing
indelible;;indelével;A2;pack:inedita_missing
indented;;recuado;A2;pack:inedita_missing
indifferently;;indiferentemente;A2;pack:inedita_missing
indignity;;indignidade;A2;pack:inedita_missing
indolence;;indolência;A2;pack:inedita_missing
indomitable;;indomável;A2;pack:inedita_missing
inducible;;induzível;A2;pack:inedita_missing
inductor;;indutor;A2;pack:inedita_missing
industrialist;;industrialista;A2;pack:inedita_missing
ineligible;;inelegível;A2;pack:inedita_missing
inequitable;;inequívoco;A2;pack:inedita_missing
inequity;;inequidade;A2;pack:inedita_missing
inestimable;;inestimável;A2;pack:inedita_missing
inexplicably;;inexplicavelmente;A2;pack:inedita_missing
