english;ipa;portuguese;level;tags
append;;anexar;A1;pack:inedita_v7
anomie;;anomia;A1;pack:inedita_v7
beryl;;berilo;A1;pack:inedita_v7
blest;;abençoado;A1;pack:inedita_v7
bleach;;alvejante;A1;pack:inedita_v7
bennet;;beneditina;A1;pack:inedita_v7
beaded;;com contas;A1;pack:inedita_v7
bene;;bem;A1;pack:inedita_v7
bloomed;;floresceu;A1;pack:inedita_v7
belied;;desmentiu;A1;pack:inedita_v7
benefactors;;benfeitores;A1;pack:inedita_v7
blunders;;erros;A1;pack:inedita_v7
blotted;;manchado;A1;pack:inedita_v7
befell;;aconteceu;A1;pack:inedita_v7
blackie;;pretinho;A1;pack:inedita_v7
conceited;;pretensioso;A1;pack:inedita_v7
congenial;;congênere;A2;pack:inedita_v7
conundrum;;enigma;A2;pack:inedita_v7
contrive;;inventar;A2;pack:inedita_v7
condescension;;condescendência;A2;pack:inedita_v7
conflagration;;conflagração;A2;pack:inedita_v7
condescending;;condescendente;A2;pack:inedita_v7
confidant;;confidente;A2;pack:inedita_v7
construe;;interpretar;A2;pack:inedita_v7
contrition;;contrição;A2;pack:inedita_v7
concubine;;concubina;A2;pack:inedita_v7
commendation;;elogio;A2;pack:inedita_v7
contorted;;contorcido;A2;pack:inedita_v7
contrivance;;artifício;A2;pack:inedita_v7
convocation;;convocação;A2;pack:inedita_v7
contrastive;;contrastivo;A2;pack:inedita_v7
condone;;tolerar;A2;pack:inedita_v7
concedes;;concede;A2;pack:inedita_v7
conversant;;versado;A2;pack:inedita_v7
concomitantly;;concomitantemente;A2;pack:inedita_v7
convene;;convocar;A2;pack:inedita_v7
convulsion;;convulsão;A2;pack:inedita_v7
connoisseur;;conhecedor;A2;pack:inedita_v7
consoling;;consolador;A2;pack:inedita_v7
contusion;;contusão;A2;pack:inedita_v7
consonance;;consonância;A2;pack:inedita_v7
congregate;;congregar;A2;pack:inedita_v7
confrontational;;Confrontador;A2;pack:inedita_v7
connotes;;conota;A2;pack:inedita_v7
convalescent;;convalescente;A2;pack:inedita_v7
conch;;concha;A2;pack:inedita_v7
convolution;;convolução;A2;pack:inedita_v7
convalescence;;convalescência;A2;pack:inedita_v7
confluent;;confluente;A2;pack:inedita_v7
continence;;continência;A2;pack:inedita_v7
constabulary;;polícia;A2;pack:inedita_v7
conscientiously;;conscientemente;A2;pack:inedita_v7
concussion;;concussão;A2;pack:inedita_v7
concisely;;concisamente;A2;pack:inedita_v7
conspiratorial;;conspiratório;A2;pack:inedita_v7
conspire;;conspirar;B1;pack:inedita_v7
commemorative;;comemorativo;B1;pack:inedita_v7
connectedness;;conectividade;B1;pack:inedita_v7
conceding;;concedendo;B1;pack:inedita_v7
commemorated;;comemorado;B1;pack:inedita_v7
consignment;;consignação;B1;pack:inedita_v7
complainant;;reclamante;B1;pack:inedita_v7
comeback;;retorno;B1;pack:inedita_v7
coniferous;;conífero;B1;pack:inedita_v7
conjoined;;siameses;B1;pack:inedita_v7
consecutively;;consecutivamente;B1;pack:inedita_v7
contradicting;;contraditório;B1;pack:inedita_v7
condominium;;condomínio;B1;pack:inedita_v7
commutation;;comutação;B1;pack:inedita_v7
concatenation;;concatenação;B1;pack:inedita_v7
condo;;condomínio;B1;pack:inedita_v7
contiguity;;contiguidade;B1;pack:inedita_v7
compressible;;compressível;B1;pack:inedita_v7
comparator;;comparador;B1;pack:inedita_v7
concurring;;concordante;B1;pack:inedita_v7
consummated;;consumado;B1;pack:inedita_v7
concocted;;inventado;B1;pack:inedita_v7
conveniences;;conveniências;B1;pack:inedita_v7
constrains;;restrições;B1;pack:inedita_v7
communalism;;comunalismo;B1;pack:inedita_v7
comprehensiveness;;abrangência;B1;pack:inedita_v7
contentedly;;contente;B1;pack:inedita_v7
commemorating;;comemorando;B1;pack:inedita_v7
conspiracies;;conspirações;B2;pack:inedita_v7
disconcerted;;desconcertado;B2;pack:inedita_v7
disquiet;;inquietação;B2;pack:inedita_v7
divulge;;divulgar;B2;pack:inedita_v7
disquieting;;inquietante;B2;pack:inedita_v7
disoriented;;desorientado;B2;pack:inedita_v7
disparaging;;depreciativo;B2;pack:inedita_v7
disheartened;;desanimado;B2;pack:inedita_v7
distrustful;;desconfiado;B2;pack:inedita_v7
disjointed;;desconexo;B2;pack:inedita_v7
dispassionate;;imparcial;B2;pack:inedita_v7
diachronic;;diacrônico;B2;pack:inedita_v7
dismantle;;desmontar;B2;pack:inedita_v7
divan;;divã;B2;pack:inedita_v7
dilate;;dilatar;B2;pack:inedita_v7
dissect;;dissecar;B2;pack:inedita_v7
disinterest;;desinteresse;B2;pack:inedita_v7
diabolical;;diabólico;B2;pack:inedita_v7
disadvantageous;;desvantajoso;B2;pack:inedita_v7
digression;;digressão;B2;pack:inedita_v7
dingy;;sujo;B2;pack:inedita_v7
disarming;;desarmante;B2;pack:inedita_v7
