english;ipa;portuguese;level;tags
contradictorily;;contraditoriamente;A1;pack:inedita_missing
contradistinct;;contradistinto;A1;pack:inedita_missing
contradistinction;;contradistinção;A1;pack:inedita_missing
contradistinctive;;contradistintivo;A1;pack:inedita_missing
contrail;;trilha de condensação;A1;pack:inedita_missing
contraption;;gadget;A1;pack:inedita_missing
contrarian;;contrário;A1;pack:inedita_missing
contrariety;;contrariedade;A1;pack:inedita_missing
contrarily;;contrariamente;A1;pack:inedita_missing
contrarious;;contrário;A1;pack:inedita_missing
contrariwise;;ao contrário;A1;pack:inedita_missing
contrastingly;;contrastantemente;A1;pack:inedita_missing
contrastively;;contrastivamente;A1;pack:inedita_missing
contravene;;contrariar;A1;pack:inedita_missing
contravention;;contravenção;A1;pack:inedita_missing
contrecoup;;contusão;A1;pack:inedita_missing
contrectation;;contração;A1;pack:inedita_missing
contretemps;;contratempo;A1;pack:inedita_missing
contrist;;entristecer;A1;pack:inedita_missing
contrite;;contrito;A1;pack:inedita_missing
contritely;;contritamente;A1;pack:inedita_missing
contriving;;maquinando;A1;pack:inedita_missing
contronym;;contrônimo;A1;pack:inedita_missing
controvert;;contestar;A1;pack:inedita_missing
contumacious;;contumaz;A1;pack:inedita_missing
contumacity;;contumácia;A1;pack:inedita_missing
contumacy;;contumácia;A1;pack:inedita_missing
contumelious;;contumelioso;A1;pack:inedita_missing
contumeliously;;contumeliosamente;A1;pack:inedita_missing
contumely;;desdém;A1;pack:inedita_missing
conturbed;;conturbado;A1;pack:inedita_missing
contuse;;contundir;A1;pack:inedita_missing
contused;;contundido;A1;pack:inedita_missing
conusant;;cônscio;A1;pack:inedita_missing
convalesce;;convalescer;A1;pack:inedita_missing
convening;;convocação;A1;pack:inedita_missing
conventicle;;conventículo;A1;pack:inedita_missing
conventionalism;;convencionalismo;A1;pack:inedita_missing
conversance;;conhecimento;A1;pack:inedita_missing
conversancy;;conhecimento;A1;pack:inedita_missing
conversationalist;;conversador;A1;pack:inedita_missing
conversazione;;conversa;A1;pack:inedita_missing
conversive;;conversivo;A1;pack:inedita_missing
convictive;;convincente;A1;pack:inedita_missing
convival;;convivial;A1;pack:inedita_missing
conviviality;;convivialidade;A1;pack:inedita_missing
convivially;;convivialmente;A1;pack:inedita_missing
convivium;;convívio;A1;pack:inedita_missing
convoke;;convocar;A1;pack:inedita_missing
convolute;;convoluto;A1;pack:inedita_missing
convolve;;convoluir;A1;pack:inedita_missing
convulse;;convulsionar;A1;pack:inedita_missing
convulsed;;convulsionou;A1;pack:inedita_missing
cony;;coelho;A1;pack:inedita_missing
diablery;;diabrura;A1;pack:inedita_missing
diabolic;;diabólico;A1;pack:inedita_missing
diabolism;;diabolismo;A1;pack:inedita_missing
diabolist;;diabolista;A1;pack:inedita_missing
diacrisis;;diacrise;A1;pack:inedita_missing
diacritic;;diacrítico;A1;pack:inedita_missing
