english;ipa;portuguese;level;tags
feuilletonist;;folhetinista;A1;pack:inedita_missing
feuilletonistic;;folhetinesco;A1;pack:inedita_missing
feuterer;;feutrer;A1;pack:inedita_missing
feutre;;feltro;A1;pack:inedita_missing
fevered;;febril;A1;pack:inedita_missing
feveret;;febre;A1;pack:inedita_missing
feverishly;;febrilmente;A1;pack:inedita_missing
feverous;;febril;A1;pack:inedita_missing
feverously;;febrilmente;A1;pack:inedita_missing
fewe;;poucos;A1;pack:inedita_missing
fey;;fada;A1;pack:inedita_missing
foal;;potro;A1;pack:inedita_missing
foaled;;nasceu;A1;pack:inedita_missing
foamy;;espumoso;A1;pack:inedita_missing
fob;;chaveiro;A1;pack:inedita_missing
fobbing;;desprezar;A1;pack:inedita_missing
focalisation;;focalização;A1;pack:inedita_missing
focalization;;focalização;A1;pack:inedita_missing
focalize;;focalizar;A1;pack:inedita_missing
focalizer;;focalizador;A1;pack:inedita_missing
fock;;foda;A1;pack:inedita_missing
foelike;;não existe;A1;pack:inedita_missing
foeman;;inimigo;A1;pack:inedita_missing
foen;;feno;A1;pack:inedita_missing
foetid;;fétido;A1;pack:inedita_missing
foetology;;fetologia;A1;pack:inedita_missing
foetor;;fetor;A1;pack:inedita_missing
fogbank;;banco de neblina;A1;pack:inedita_missing
fogdog;;cão de neblina;A1;pack:inedita_missing
fogey;;velho;A1;pack:inedita_missing
fogged;;embaçado;A1;pack:inedita_missing
fogger;;nebulizador;A1;pack:inedita_missing
foghorn;;buzina de neblina;A1;pack:inedita_missing
fogy;;velho;A1;pack:inedita_missing
foible;;fraqueza;A1;pack:inedita_missing
foibles;;falhas;A1;pack:inedita_missing
foiled;;frustrado;A1;pack:inedita_missing
foiler;;foil;A1;pack:inedita_missing
foiling;;folheado;A1;pack:inedita_missing
foin;;feno;A1;pack:inedita_missing
foine;;fino;A1;pack:inedita_missing
foison;;abundância;A1;pack:inedita_missing
foist;;impor;A1;pack:inedita_missing
foisted;;imposto;A1;pack:inedita_missing
foister;;impor;A1;pack:inedita_missing
foisting;;impondo;A1;pack:inedita_missing
foisty;;mofado;A1;pack:inedita_missing
fol-de-rol;;fanfarronice;A1;pack:inedita_missing
folderol;;futilidade;A1;pack:inedita_missing
foliages;;folhagens;A1;pack:inedita_missing
foliate;;foliar;A1;pack:inedita_missing
foliated;;folheado;A1;pack:inedita_missing
foliation;;foliação;A1;pack:inedita_missing
foliole;;folíolo;A1;pack:inedita_missing
folious;;folhoso;A1;pack:inedita_missing
folium;;folha;A1;pack:inedita_missing
folkland;;terras populares;A1;pack:inedita_missing
folkloric;;folclórico;A1;pack:inedita_missing
folkmoot;;assembleia;A1;pack:inedita_missing
folkmote;;encontro popular;A1;pack:inedita_missing
folktale;;conto folclórico;A1;pack:inedita_missing
folkways;;costumes;A1;pack:inedita_missing
followership;;seguimento;A1;pack:inedita_missing
folwe;;seguir;A1;pack:inedita_missing
foment;;fomentar;A1;pack:inedita_missing
fomentation;;fomentação;A1;pack:inedita_missing
fomented;;fomentado;A1;pack:inedita_missing
fomenter;;fomentador;A1;pack:inedita_missing
fon;;fonte;A1;pack:inedita_missing
fondle;;acariciar;A1;pack:inedita_missing
fondling;;acariciando;A1;pack:inedita_missing
fondsome;;afetuoso;A1;pack:inedita_missing
fong;;fungo;A1;pack:inedita_missing
fontal;;frontal;A1;pack:inedita_missing
fontanel;;fontanela;A1;pack:inedita_missing
fontanelle;;fontanela;A1;pack:inedita_missing
foodless;;sem comida;A1;pack:inedita_missing
foodstuff;;alimento;A1;pack:inedita_missing
foof;;fofura;A1;pack:inedita_missing
foofaraw;;fanfarronice;A1;pack:inedita_missing
foolery;;tolice;A1;pack:inedita_missing
foolhardiness;;temeridade;A1;pack:inedita_missing
foolhardise;;temeridade;A1;pack:inedita_missing
foolhardy;;temerário;A1;pack:inedita_missing
fooligan;;fanfarrão;A1;pack:inedita_missing
foolproof;;à prova de falhas;A1;pack:inedita_missing
foolscap;;papel ofício;A1;pack:inedita_missing
footboard;;estrado;A2;pack:inedita_missing
footboy;;pageninho;A2;pack:inedita_missing
footbridge;;passarela;A2;pack:inedita_missing
footer;;rodapé;A2;pack:inedita_missing
footfall;;passo;A2;pack:inedita_missing
footglove;;meia;A2;pack:inedita_missing
foothill;;serra;A2;pack:inedita_missing
footle;;fazer bobagem;A2;pack:inedita_missing
footlicker;;lambedor;A2;pack:inedita_missing
footling;;fútil;A2;pack:inedita_missing
footloose;;desimpedido;A2;pack:inedita_missing
footman;;pajem;A2;pack:inedita_missing
footpad;;almofada;A2;pack:inedita_missing
footpath;;calçada;A2;pack:inedita_missing
footplay;;jogo de pés;A2;pack:inedita_missing
footrest;;descanso de pé;A2;pack:inedita_missing
footslog;;caminhada pesada;A2;pack:inedita_missing
footstall;;apoio para os pés;A2;pack:inedita_missing
footstep;;passo;A2;pack:inedita_missing
footstool;;pufe;A2;pack:inedita_missing
footworn;;desgastado;A2;pack:inedita_missing
foozle;;errar;A2;pack:inedita_missing
fop;;fanfarrão;A2;pack:inedita_missing
fopdoodle;;futilidade;A2;pack:inedita_missing
fopling;;fopinho;A2;pack:inedita_missing
foppery;;futilidade;A2;pack:inedita_missing
foppish;;afeminado;A2;pack:inedita_missing
forager;;forrageador;A2;pack:inedita_missing
forasmuch;;visto que;A2;pack:inedita_missing
foray;;incursão;A2;pack:inedita_missing
forayed;;incursionou;A2;pack:inedita_missing
forb;;feto;A2;pack:inedita_missing
forbar;;proibir;A2;pack:inedita_missing
forbear;;abster-se;A2;pack:inedita_missing
forbearer;;antepassado;A2;pack:inedita_missing
forbearing;;tolerante;A2;pack:inedita_missing
forbiddance;;proibição;A2;pack:inedita_missing
forblack;;para preto;A2;pack:inedita_missing
forboding;;presságio;A2;pack:inedita_missing
forbore;;absteve;A2;pack:inedita_missing
forby;;além de;A2;pack:inedita_missing
forc't;;forçado;A2;pack:inedita_missing
forcast;;previsão;A2;pack:inedita_missing
forcasten;;previsão;A2;pack:inedita_missing
force-feed;;forçar a alimentação;A2;pack:inedita_missing
forcefulness;;força;A2;pack:inedita_missing
forcely;;forçosamente;A2;pack:inedita_missing
forcemeat;;farce;A2;pack:inedita_missing
forcement;;forçamento;A2;pack:inedita_missing
forcipation;;forcipação;A2;pack:inedita_missing
fordable;;transponível;A2;pack:inedita_missing
fording;;atravessar;A2;pack:inedita_missing
fordone;;exaurido;A2;pack:inedita_missing
fordry;;secar;A2;pack:inedita_missing
forebear;;antepassado;A2;pack:inedita_missing
forebearer;;antepassado;A2;pack:inedita_missing
forebears;;antepassados;A2;pack:inedita_missing
forebode;;pressagiar;A2;pack:inedita_missing
forebodement;;pressentimento;A2;pack:inedita_missing
foreboder;;presságio;A2;pack:inedita_missing
forebodingly;;pressagiosamente;A2;pack:inedita_missing
forebodingness;;pressentimento;A2;pack:inedita_missing
forebrain;;cérebro anterior;A2;pack:inedita_missing
forecasted;;previsto;A2;pack:inedita_missing
forecaster;;previsor;A2;pack:inedita_missing
foreclose;;executar;A2;pack:inedita_missing
forecoming;;futuro;A2;pack:inedita_missing
foreconscious;;pré-consciente;A2;pack:inedita_missing
forecourt;;pátio;A2;pack:inedita_missing
foredawn;;aurora;A2;pack:inedita_missing
foredeck;;proa;A2;pack:inedita_missing
foredge;;borda;A2;pack:inedita_missing
foredoom;;pré-destinar;A2;pack:inedita_missing
forefather;;antepassado;A2;pack:inedita_missing
forefatherly;;ancestral;A2;pack:inedita_missing
forefeel;;pressentir;A2;pack:inedita_missing
forefend;;prevenir;A2;pack:inedita_missing
forefighter;;pioneiro;A2;pack:inedita_missing
forefixed;;pré-fixado;A2;pack:inedita_missing
foregame;;pré-jogo;A2;pack:inedita_missing
foreganger;;antecessor;A2;pack:inedita_missing
foregather;;reunir;A2;pack:inedita_missing
foregleam;;prelúdio;A2;pack:inedita_missing
foreglimpse;;antevisão;A2;pack:inedita_missing
foregone;;previamente;A2;pack:inedita_missing
foreguess;;prever;A2;pack:inedita_missing
forehanded;;previdente;A2;pack:inedita_missing
forehandedness;;previdência;A2;pack:inedita_missing
foreignness;;estranheza;A2;pack:inedita_missing
forejudgment;;pré-julgamento;A2;pack:inedita_missing
foreknowledge;;previsão;A2;pack:inedita_missing
foreknown;;pré-conhecido;A2;pack:inedita_missing
forelady;;chefe;A2;pack:inedita_missing
foreland;;promontório;A2;pack:inedita_missing
foreleader;;líder;A2;pack:inedita_missing
forelimb;;membro anterior;A2;pack:inedita_missing
forelook;;antevisão;A2;pack:inedita_missing
forementioned;;mencionado;A2;pack:inedita_missing
foremilk;;leite anterior;A2;pack:inedita_missing
foremore;;anterior;B1;pack:inedita_missing
foremostly;;principalmente;B1;pack:inedita_missing
foremother;;antepassada;B1;pack:inedita_missing
forename;;primeiro nome;B1;pack:inedita_missing
forenoon;;manhã;B1;pack:inedita_missing
forenotice;;aviso prévio;B1;pack:inedita_missing
forensics;;perícia;B1;pack:inedita_missing
foreordained;;predestinado;B1;pack:inedita_missing
forepiece;;peça frontal;B1;pack:inedita_missing
foreplay;;preliminares;B1;pack:inedita_missing
forepleasure;;anteprazer;B1;pack:inedita_missing
forerank;;antecedência;B1;pack:inedita_missing
forerider;;pioneiro;B1;pack:inedita_missing
foreroom;;ante-sala;B1;pack:inedita_missing
forerun;;anteceder;B1;pack:inedita_missing
foreseeably;;previsivelmente;B1;pack:inedita_missing
foreshadow;;pressagiar;B1;pack:inedita_missing
foreshadowed;;pressagiado;B1;pack:inedita_missing
foreshadowing;;presságio;B1;pack:inedita_missing
foreshine;;antebrilhar;B1;pack:inedita_missing
foreshorten;;encurtar;B1;pack:inedita_missing
foreside;;frente;B1;pack:inedita_missing
foresighted;;previdente;B1;pack:inedita_missing
foresightedness;;previsão;B1;pack:inedita_missing
foresightfulness;;previsão;B1;pack:inedita_missing
foreskin;;prepúcio;B1;pack:inedita_missing
foreslow;;antecipar;B1;pack:inedita_missing
forespeaking;;antevisão;B1;pack:inedita_missing
forespurrer;;prever;B1;pack:inedita_missing
forestage;;palco;B1;pack:inedita_missing
forestal;;florestal;B1;pack:inedita_missing
forestalled;;antecipado;B1;pack:inedita_missing
forestalling;;prevenção;B1;pack:inedita_missing
forestay;;estai;B1;pack:inedita_missing
forester;;silvicultor;B1;pack:inedita_missing
forestial;;florestal;B1;pack:inedita_missing
forestine;;florestal;B1;pack:inedita_missing
forestory;;floresta;B1;pack:inedita_missing
foreswear;;renunciar;B1;pack:inedita_missing
foretaste;;antegosto;B1;pack:inedita_missing
foretell;;prever;B1;pack:inedita_missing
foreteller;;previsor;B1;pack:inedita_missing
foretelling;;previsão;B1;pack:inedita_missing
forethink;;antecipar;B1;pack:inedita_missing
forethought;;previsão;B1;pack:inedita_missing
foretime;;antigamente;B1;pack:inedita_missing
forevermore;;para sempre;B1;pack:inedita_missing
foreverness;;eternidade;B1;pack:inedita_missing
foreward;;avançado;B1;pack:inedita_missing
forewarn;;prevenir;B1;pack:inedita_missing
forewarned;;prevenido;B1;pack:inedita_missing
forewarning;;advertência;B1;pack:inedita_missing
forewish;;antecipação;B1;pack:inedita_missing
foreworn;;advertido;B1;pack:inedita_missing
forfairn;;desprezar;B1;pack:inedita_missing
forfeiting;;perdendo;B1;pack:inedita_missing
forfeiture;;perda;B1;pack:inedita_missing
forfend;;prevenir;B1;pack:inedita_missing
forgather;;reunir;B1;pack:inedita_missing
forger;;falsificador;B1;pack:inedita_missing
forgetful;;esquecido;B1;pack:inedita_missing
forgetfully;;esquecidamente;B1;pack:inedita_missing
forgetive;;esquecido;B1;pack:inedita_missing
forgettable;;esquecível;B1;pack:inedita_missing
forgetter;;esquecedor;B1;pack:inedita_missing
