english;ipa;portuguese;level;tags
inexplicable;;inexplicável;A1;pack:inedita_v5
incarnate;;encarnado;A1;pack:inedita_v5
incipient;;incipiente;A1;pack:inedita_v5
insistent;;insistente;A1;pack:inedita_v5
incur;;incorrer;A1;pack:inedita_v5
ineffectual;;ineficaz;A1;pack:inedita_v5
intangible;;intangível;A1;pack:inedita_v5
intensify;;intensificar;A1;pack:inedita_v5
intertwined;;entrelaçado;A1;pack:inedita_v5
industrious;;trabalhador;A1;pack:inedita_v5
intoxicated;;intoxicado;A1;pack:inedita_v5
incessantly;;incessantemente;A1;pack:inedita_v5
incoherent;;incoerente;A1;pack:inedita_v5
intonation;;entonação;A1;pack:inedita_v5
intrusive;;intrusivo;A1;pack:inedita_v5
intrigued;;intrigado;A1;pack:inedita_v5
integrative;;integrativo;A1;pack:inedita_v5
intractable;;intratável;A1;pack:inedita_v5
insecure;;inseguro;A1;pack:inedita_v5
incarceration;;encarceramento;A1;pack:inedita_v5
indigo;;índigo;A1;pack:inedita_v5
inconceivable;;inconcebível;A1;pack:inedita_v5
inescapable;;inevitável;A1;pack:inedita_v5
inexperienced;;inexperiente;A1;pack:inedita_v5
intimidation;;intimidação;A1;pack:inedita_v5
inclinations;;inclinações;A1;pack:inedita_v5
intercept;;interceptar;A1;pack:inedita_v5
incense;;incenso;A1;pack:inedita_v5
inset;;inserção;A1;pack:inedita_v5
instinctive;;instintivo;A1;pack:inedita_v5
intently;;atentamente;A1;pack:inedita_v5
incapacity;;incapacidade;A1;pack:inedita_v5
inanimate;;inanimado;A1;pack:inedita_v5
incised;;incisado;A1;pack:inedita_v5
inauguration;;inauguração;A1;pack:inedita_v5
interdependent;;interdependente;A1;pack:inedita_v5
inevitability;;inevitabilidade;A1;pack:inedita_v5
intuitively;;intuitivamente;A1;pack:inedita_v5
incisors;;incisivos;A1;pack:inedita_v5
inconvenience;;inconveniência;A1;pack:inedita_v5
intending;;pretendendo;A1;pack:inedita_v5
interconnected;;interconectado;A1;pack:inedita_v5
individualistic;;individualista;A1;pack:inedita_v5
insurgents;;insurgentes;A1;pack:inedita_v5
indemnity;;indenização;A1;pack:inedita_v5
insomnia;;insônia;A1;pack:inedita_v5
interlude;;interlúdio;A1;pack:inedita_v5
inaction;;inércia;A1;pack:inedita_v5
inconvenient;;inconveniente;A1;pack:inedita_v5
intelligentsia;;intelectualidade;A1;pack:inedita_v5
intensively;;intensivamente;A1;pack:inedita_v5
individualized;;individualizado;A1;pack:inedita_v5
insulted;;insultado;A1;pack:inedita_v5
incompetence;;incompetência;A1;pack:inedita_v5
indiscriminate;;indiscriminado;A1;pack:inedita_v5
inexhaustible;;inexaurível;A1;pack:inedita_v5
insulting;;insultante;A1;pack:inedita_v5
innermost;;mais íntimo;A1;pack:inedita_v5
inactivity;;inatividade;A1;pack:inedita_v5
intermittently;;intermitentemente;A1;pack:inedita_v5
insulated;;isolado;A1;pack:inedita_v5
indulged;;indulgente;A1;pack:inedita_v5
interspersed;;intercalado;A1;pack:inedita_v5
incontinence;;incontinência;A1;pack:inedita_v5
innervation;;inervação;A1;pack:inedita_v5
interconnection;;interconexão;A1;pack:inedita_v5
inextricably;;inextricavelmente;A1;pack:inedita_v5
interwoven;;entrelaçado;A1;pack:inedita_v5
interpolation;;interpolação;A1;pack:inedita_v5
indebtedness;;endividamento;A1;pack:inedita_v5
inefficiency;;ineficiência;A1;pack:inedita_v5
intestines;;intestinos;A1;pack:inedita_v5
inspecting;;inspecionando;A1;pack:inedita_v5
inaugurated;;inaugurado;A1;pack:inedita_v5
intrigues;;intrigas;A1;pack:inedita_v5
jerk;;idiota;A1;pack:inedita_v5
judicious;;judicioso;A1;pack:inedita_v5
juxtaposition;;justaposição;A1;pack:inedita_v5
joyful;;alegre;A1;pack:inedita_v5
jest;;gracejo;A1;pack:inedita_v5
joyous;;alegre;A1;pack:inedita_v5
juncture;;conjuntura;A1;pack:inedita_v5
jargon;;jargão;A1;pack:inedita_v5
jubilee;;jubileu;A1;pack:inedita_v5
jurisprudence;;jurisprudência;A1;pack:inedita_v5
jammed;;travado;A1;pack:inedita_v5
jeopardy;;perigo;A2;pack:inedita_v5
jolly;;alegre;A2;pack:inedita_v5
jug;;jarro;A2;pack:inedita_v5
justifiable;;justificável;A2;pack:inedita_v5
jagged;;irregular;A2;pack:inedita_v5
jaundice;;icterícia;A2;pack:inedita_v5
jerked;;sacudido;A2;pack:inedita_v5
jehovah;;Jeová;A2;pack:inedita_v5
joking;;brincando;A2;pack:inedita_v5
jasper;;jaspe;A2;pack:inedita_v5
juliet;;julieta;A2;pack:inedita_v5
jonah;;jonas;A2;pack:inedita_v5
juridical;;jurídico;A2;pack:inedita_v5
justifying;;justificando;A2;pack:inedita_v5
juveniles;;jovens;A2;pack:inedita_v5
jewry;;judaísmo;A2;pack:inedita_v5
jumps;;pula;A2;pack:inedita_v5
justifies;;justifica;A2;pack:inedita_v5
justifications;;justificativas;A2;pack:inedita_v5
jeep;;jip;A2;pack:inedita_v5
jute;;juta;A2;pack:inedita_v5
jain;;jaina;A2;pack:inedita_v5
jun;;junho;A2;pack:inedita_v5
journalistic;;jornalístico;A2;pack:inedita_v5
javanese;;javanês;A2;pack:inedita_v5
jakarta;;Jacarta;A2;pack:inedita_v5
jackets;;jaquetas;A2;pack:inedita_v5
kindred;;afim;A2;pack:inedita_v5
keel;;quilha;A2;pack:inedita_v5
keenly;;intensamente;A2;pack:inedita_v5
kite;;pipa;A2;pack:inedita_v5
knob;;maçaneta;A2;pack:inedita_v5
kitty;;gatinho;A2;pack:inedita_v5
kingship;;realeza;A2;pack:inedita_v5
kappa;;capa;A2;pack:inedita_v5
kidnapped;;sequestrado;A2;pack:inedita_v5
kettle;;chaleira;A2;pack:inedita_v5
kemp;;cabelo áspero;A2;pack:inedita_v5
kibbutz;;kibutz;A2;pack:inedita_v5
kerosene;;querosene;A2;pack:inedita_v5
kiln;;forno;A2;pack:inedita_v5
knitting;;tricô;A2;pack:inedita_v5
kidnapping;;sequestro;A2;pack:inedita_v5
kicks;;chutes;A2;pack:inedita_v5
keyword;;palavra-chave;A2;pack:inedita_v5
keynesian;;keynesiano;A2;pack:inedita_v5
kidding;;brincando;A2;pack:inedita_v5
killers;;assassinos;A2;pack:inedita_v5
kinsmen;;parentes;A2;pack:inedita_v5
killings;;assassinatos;A2;pack:inedita_v5
katharine;;catarina;A2;pack:inedita_v5
keywords;;palavras-chave;B1;pack:inedita_v5
lament;;lamentar;B1;pack:inedita_v5
lush;;luxuriante;B1;pack:inedita_v5
ludicrous;;ludibrioso;B1;pack:inedita_v5
lull;;acalmar;B1;pack:inedita_v5
lavish;;suntuoso;B1;pack:inedita_v5
lucid;;lúcido;B1;pack:inedita_v5
lagoon;;lagoa;B1;pack:inedita_v5
lax;;frouxo;B1;pack:inedita_v5
laborious;;laborioso;B1;pack:inedita_v5
lamented;;lamentado;B1;pack:inedita_v5
labyrinth;;labirinto;B1;pack:inedita_v5
lash;;cílio;B1;pack:inedita_v5
lurking;;espreitando;B1;pack:inedita_v5
laity;;leigos;B1;pack:inedita_v5
lucrative;;lucrativo;B1;pack:inedita_v5
lunatic;;louco;B1;pack:inedita_v5
labored;;forçado;B1;pack:inedita_v5
lavender;;lavanda;B1;pack:inedita_v5
lam;;lâmina;B1;pack:inedita_v5
lame;;manco;B1;pack:inedita_v5
laurel;;louro;B1;pack:inedita_v5
lazarus;;lázaro;B1;pack:inedita_v5
laced;;atado;B1;pack:inedita_v5
laryngeal;;laríngeo;B1;pack:inedita_v5
lamina;;lâmina;B1;pack:inedita_v5
latch;;tranca;B1;pack:inedita_v5
luncheon;;almoço;B1;pack:inedita_v5
latex;;látex;B1;pack:inedita_v5
larynx;;laringe;B1;pack:inedita_v5
lupus;;lúpus;B1;pack:inedita_v5
lactate;;lactar;B1;pack:inedita_v5
laird;;senhor feudal;B1;pack:inedita_v5
layman;;leigo;B1;pack:inedita_v5
laborer;;trabalhador;B1;pack:inedita_v5
laminated;;laminado;B1;pack:inedita_v5
luxuries;;luxos;B1;pack:inedita_v5
lubrication;;lubrificação;B1;pack:inedita_v5
lashed;;chicoteado;B1;pack:inedita_v5
laissez;;deixar;B1;pack:inedita_v5
lactation;;lactação;B1;pack:inedita_v5
landowner;;proprietário de terras;B1;pack:inedita_v5
luckily;;felizmente;B1;pack:inedita_v5
malaise;;mal-estar;B1;pack:inedita_v5
