english;ipa;portuguese;level;tags
analogous;;análogo;A1;pack:inedita_v4
antique;;antigo;A1;pack:inedita_v4
anthology;;antologia;A1;pack:inedita_v4
anonymous;;anônimo;A1;pack:inedita_v4
anna;;ana;A1;pack:inedita_v4
anew;;novamente;A1;pack:inedita_v4
annum;;ano;A1;pack:inedita_v4
app;;aplicativo;A1;pack:inedita_v4
blunt;;obtuso;A1;pack:inedita_v4
bliss;;êxtase;A1;pack:inedita_v4
benedict;;bento;A1;pack:inedita_v4
belle;;bela;A1;pack:inedita_v4
blockade;;bloqueio;A1;pack:inedita_v4
blended;;misturado;A1;pack:inedita_v4
benzene;;benzeno;A1;pack:inedita_v4
conjecture;;conjectura;A1;pack:inedita_v4
compulsion;;compulsão;A1;pack:inedita_v4
contemplate;;contemplar;A1;pack:inedita_v4
conscientious;;consciencioso;A1;pack:inedita_v4
composed;;composto;A1;pack:inedita_v4
constrained;;constrangido;A1;pack:inedita_v4
concave;;côncavo;A1;pack:inedita_v4
commencement;;início;A1;pack:inedita_v4
constitutive;;constitutivo;A1;pack:inedita_v4
conferred;;conferido;A1;pack:inedita_v4
contended;;contendido;A1;pack:inedita_v4
compulsive;;compulsivo;A1;pack:inedita_v4
complexion;;tez;A1;pack:inedita_v4
commonwealth;;comunidade;A1;pack:inedita_v4
competitor;;concorrente;A1;pack:inedita_v4
contented;;contente;A1;pack:inedita_v4
confines;;confins;A1;pack:inedita_v4
confirming;;confirmando;A1;pack:inedita_v4
completely;;completamente;A1;pack:inedita_v4
completeness;;completude;A1;pack:inedita_v4
composing;;compondo;A1;pack:inedita_v4
convection;;convecção;A1;pack:inedita_v4
commons;;comuns;A1;pack:inedita_v4
contested;;contestado;A1;pack:inedita_v4
contests;;concursos;A1;pack:inedita_v4
conveys;;transmite;A1;pack:inedita_v4
constituting;;constituindo;A1;pack:inedita_v4
dichotomy;;dicotomia;A1;pack:inedita_v4
disparity;;disparidade;A1;pack:inedita_v4
din;;barulho;A1;pack:inedita_v4
diverted;;desviado;A1;pack:inedita_v4
dignified;;digno;A1;pack:inedita_v4
discursive;;discursivo;A1;pack:inedita_v4
disbelief;;descrença;A1;pack:inedita_v4
dictatorship;;ditadura;A1;pack:inedita_v4
discriminatory;;discriminatório;A1;pack:inedita_v4
disappointed;;decepcionado;A1;pack:inedita_v4
disposed;;disposto;A1;pack:inedita_v4
disciplined;;disciplinado;A1;pack:inedita_v4
diluted;;diluído;A1;pack:inedita_v4
difficulties;;dificuldades;A1;pack:inedita_v4
diversity;;diversidade;A1;pack:inedita_v4
disabled;;deficiente;A1;pack:inedita_v4
dilute;;diluir;A1;pack:inedita_v4
dismissal;;demissão;A1;pack:inedita_v4
disciplinary;;disciplinar;A1;pack:inedita_v4
dissatisfied;;insatisfeito;A1;pack:inedita_v4
discouraged;;desanimado;A1;pack:inedita_v4
dictated;;ditado;A1;pack:inedita_v4
displacement;;deslocamento;A1;pack:inedita_v4
distortion;;distorção;A1;pack:inedita_v4
digit;;dígito;A1;pack:inedita_v4
discrimination;;discriminação;A1;pack:inedita_v4
directed;;dirigido;A1;pack:inedita_v4
dispatched;;despachado;A1;pack:inedita_v4
disrupted;;interrompido;A1;pack:inedita_v4
discussed;;discutido;A1;pack:inedita_v4
discovering;;descobrindo;A1;pack:inedita_v4
displays;;exibe;A1;pack:inedita_v4
dis;;des;A1;pack:inedita_v4
dialectic;;dialética;A1;pack:inedita_v4
distraction;;distração;A1;pack:inedita_v4
diplomacy;;diplomacia;A1;pack:inedita_v4
directive;;diretiva;A1;pack:inedita_v4
distributed;;distribuído;A1;pack:inedita_v4
disastrous;;desastroso;A1;pack:inedita_v4
dissolved;;dissolvido;A1;pack:inedita_v4
discrepancies;;discrepâncias;A1;pack:inedita_v4
distinguishes;;distingue;A1;pack:inedita_v4
disc;;disco;A2;pack:inedita_v4
divers;;mergulhadores;A2;pack:inedita_v4
dipole;;dipolo;A2;pack:inedita_v4
directly;;diretamente;A2;pack:inedita_v4
distracted;;distraído;A2;pack:inedita_v4
dialectical;;dialético;A2;pack:inedita_v4
dir;;diretório;A2;pack:inedita_v4
dispersed;;disperso;A2;pack:inedita_v4
distribution;;distribuição;A2;pack:inedita_v4
diagnosis;;diagnóstico;A2;pack:inedita_v4
disability;;deficiência;A2;pack:inedita_v4
dilution;;diluição;A2;pack:inedita_v4
diversification;;diversificação;A2;pack:inedita_v4
dislocation;;deslocamento;A2;pack:inedita_v4
dissipation;;dissipa\u00e7\u00e3o;A2;pack:inedita_v4
dialog;;diálogo;A2;pack:inedita_v4
dietary;;dietético;A2;pack:inedita_v4
disruptive;;disruptivo;A2;pack:inedita_v4
dies;;morre;A2;pack:inedita_v4
digits;;dígitos;A2;pack:inedita_v4
disappeared;;desaparecido;A2;pack:inedita_v4
dishes;;pratos;A2;pack:inedita_v4
discussing;;discutindo;A2;pack:inedita_v4
dilemmas;;dilemas;A2;pack:inedita_v4
directives;;diretivas;A2;pack:inedita_v4
