english;ipa;portuguese;level;tags
jericho;;Jericó;A1;pack:inedita_v6
jess;;correia;A1;pack:inedita_v6
jap;;japonês;A1;pack:inedita_v6
jurisdictional;;jurisdicional;A1;pack:inedita_v6
justinian;;justiniano;A1;pack:inedita_v6
jailed;;preso;A1;pack:inedita_v6
jungles;;selvas;A1;pack:inedita_v6
julien;;juliana;A1;pack:inedita_v6
kindling;;gravetos;A1;pack:inedita_v6
knoll;;colina;A1;pack:inedita_v6
knack;;jeito;A1;pack:inedita_v6
kinematic;;cinemática;A1;pack:inedita_v6
kinder;;mais gentil;A1;pack:inedita_v6
knotted;;nó;A1;pack:inedita_v6
keystone;;pedra angular;A1;pack:inedita_v6
keynote;;palavra-chave;A1;pack:inedita_v6
kama;;cama;A1;pack:inedita_v6
keyed;;com chave;A1;pack:inedita_v6
knitted;;tricotado;A1;pack:inedita_v6
kindled;;aceso;A1;pack:inedita_v6
kilogram;;quilograma;A1;pack:inedita_v6
kangaroo;;canguru;A1;pack:inedita_v6
kinsman;;parente;A1;pack:inedita_v6
kinda;;meio;A1;pack:inedita_v6
knuckles;;nós dos dedos;A1;pack:inedita_v6
kitchener;;cozinheiro;A1;pack:inedita_v6
kato;;gato;A1;pack:inedita_v6
knapp;;magro;A1;pack:inedita_v6
luster;;brilho;A1;pack:inedita_v6
lustre;;brilho;A1;pack:inedita_v6
lathe;;torno;A1;pack:inedita_v6
laboured;;forçado;A1;pack:inedita_v6
luminance;;luminância;A1;pack:inedita_v6
luminescence;;luminescência;A1;pack:inedita_v6
lark;;cotovia;A1;pack:inedita_v6
luminosity;;luminosidade;A1;pack:inedita_v6
laments;;lamenta;A1;pack:inedita_v6
lucifer;;lúcifer;A1;pack:inedita_v6
lukewarm;;morno;A1;pack:inedita_v6
labile;;labil;A1;pack:inedita_v6
luna;;lua;A1;pack:inedita_v6
lawless;;ilegal;A1;pack:inedita_v6
lard;;banha;A1;pack:inedita_v6
landslide;;deslizamento;A1;pack:inedita_v6
langer;;lânguido;A1;pack:inedita_v6
lacquer;;laca;A1;pack:inedita_v6
lass;;moça;A1;pack:inedita_v6
lute;;alaúde;A2;pack:inedita_v6
landlady;;senhoria;A2;pack:inedita_v6
lapsed;;caducado;A2;pack:inedita_v6
landfill;;aterro sanitário;A2;pack:inedita_v6
lapses;;lapsos;A2;pack:inedita_v6
lacy;;rendado;A2;pack:inedita_v6
lawlessness;;ilegalidade;A2;pack:inedita_v6
lured;;atraído;A2;pack:inedita_v6
langue;;língua;A2;pack:inedita_v6
labouring;;trabalhando;A2;pack:inedita_v6
lagrangian;;lagrangiano;A2;pack:inedita_v6
lagging;;atrasado;A2;pack:inedita_v6
lavage;;lavagem;A2;pack:inedita_v6
lancelot;;Lancelote;A2;pack:inedita_v6
malevolent;;malévolo;A2;pack:inedita_v6
mellow;;suave;A2;pack:inedita_v6
meticulously;;meticulosamente;A2;pack:inedita_v6
malady;;mal;A2;pack:inedita_v6
melodramatic;;melodramático;A2;pack:inedita_v6
merciless;;implacável;A2;pack:inedita_v6
mercenary;;mercenário;A2;pack:inedita_v6
menial;;servil;A2;pack:inedita_v6
meditative;;meditativo;A2;pack:inedita_v6
meritorious;;meritório;A2;pack:inedita_v6
methodical;;metódico;A2;pack:inedita_v6
maladaptive;;mal-adaptativo;A2;pack:inedita_v6
meniscus;;menisco;A2;pack:inedita_v6
meatus;;meato;A2;pack:inedita_v6
metamorphism;;metamorfismo;A2;pack:inedita_v6
merrily;;alegremente;A2;pack:inedita_v6
meaningfully;;significativamente;A2;pack:inedita_v6
meteor;;meteoro;A2;pack:inedita_v6
mending;;consertando;A2;pack:inedita_v6
metaphorically;;metaforicamente;A2;pack:inedita_v6
mediastinum;;mediastino;A2;pack:inedita_v6
malabsorption;;má-absorção;A2;pack:inedita_v6
memorize;;memorizar;A2;pack:inedita_v6
mediocrity;;mediocridade;A2;pack:inedita_v6
meiosis;;meiose;A2;pack:inedita_v6
meteorology;;meteorologia;A2;pack:inedita_v6
metatarsal;;metatarsiano;A2;pack:inedita_v6
membranous;;membranoso;A2;pack:inedita_v6
messaging;;mensagens;A2;pack:inedita_v6
mediums;;meios;A2;pack:inedita_v6
medially;;medialmente;A2;pack:inedita_v6
notoriety;;notoriedade;A2;pack:inedita_v6
negate;;negar;A2;pack:inedita_v6
nourish;;nutrir;A2;pack:inedita_v6
nourishing;;nutritivo;A2;pack:inedita_v6
neonate;;neonato;A2;pack:inedita_v6
nestled;;aninhado;A2;pack:inedita_v6
negated;;negado;A2;pack:inedita_v6
noncompliance;;inconformidade;A2;pack:inedita_v6
needful;;necessário;A2;pack:inedita_v6
nonhuman;;não humano;A2;pack:inedita_v6
nominate;;nomear;A2;pack:inedita_v6
netting;;rede;B1;pack:inedita_v6
nominee;;nomeado;B1;pack:inedita_v6
negotiator;;negociador;B1;pack:inedita_v6
notched;;entalhado;B1;pack:inedita_v6
neurosurgery;;neurocirurgia;B1;pack:inedita_v6
negativity;;negatividade;B1;pack:inedita_v6
neglects;;negligenciar;B1;pack:inedita_v6
novices;;novatos;B1;pack:inedita_v6
negotiable;;negociável;B1;pack:inedita_v6
norse;;nórdico;B1;pack:inedita_v6
nope;;não;B1;pack:inedita_v6
nonviolence;;não violência;B1;pack:inedita_v6
nontraditional;;não tradicional;B1;pack:inedita_v6
nonwhite;;não branco;B1;pack:inedita_v6
overcast;;nublado;B1;pack:inedita_v6
overture;;abertura;B1;pack:inedita_v6
overarching;;abrangente;B1;pack:inedita_v6
oration;;oração;B1;pack:inedita_v6
overseer;;supervisor;B1;pack:inedita_v6
oscillating;;oscilante;B1;pack:inedita_v6
obnoxious;;desagradável;B1;pack:inedita_v6
obsolescence;;obsolescência;B1;pack:inedita_v6
ornamentation;;ornamentação;B1;pack:inedita_v6
overpowering;;dominante;B1;pack:inedita_v6
obscenity;;obscenidade;B1;pack:inedita_v6
overhaul;;revisão;B1;pack:inedita_v6
orion;;órion;B1;pack:inedita_v6
optimally;;otimamente;B1;pack:inedita_v6
ossification;;ossificação;B1;pack:inedita_v6
overtake;;ultrapassar;B1;pack:inedita_v6
observant;;observador;B1;pack:inedita_v6
opportunism;;oportunismo;B1;pack:inedita_v6
opal;;ópala;B1;pack:inedita_v6
oblong;;oblongo;B1;pack:inedita_v6
obverse;;anverso;B1;pack:inedita_v6
obsidian;;obsidiana;B1;pack:inedita_v6
osiris;;osíris;B1;pack:inedita_v6
overcoat;;sobretudo;B1;pack:inedita_v6
orientated;;orientado;B1;pack:inedita_v6
oversized;;oversize;B1;pack:inedita_v6
orchestrated;;orquestrado;B1;pack:inedita_v6
obscures;;obscurece;B1;pack:inedita_v6
orchid;;orquídea;B1;pack:inedita_v6
originator;;originador;B1;pack:inedita_v6
oscillatory;;oscilatório;B1;pack:inedita_v6
oro;;ouro;B1;pack:inedita_v6
opiate;;opiáceo;B1;pack:inedita_v6
ord;;ordem;B1;pack:inedita_v6
obstetric;;obstétrico;B1;pack:inedita_v6
overloaded;;sobrecarregado;B1;pack:inedita_v6
overhanging;;sobrepujante;B1;pack:inedita_v6
oppositional;;oposicional;B1;pack:inedita_v6
oppressors;;opressores;B1;pack:inedita_v6
observances;;observâncias;B1;pack:inedita_v6
plethora;;profusão;B1;pack:inedita_v6
poise;;equilíbrio;B1;pack:inedita_v6
pompous;;pomposo;B1;pack:inedita_v6
plastered;;embriagado;B1;pack:inedita_v6
posit;;postular;B1;pack:inedita_v6
pondering;;ponderando;B1;pack:inedita_v6
portico;;pórtico;B1;pack:inedita_v6
plumage;;plumagem;B1;pack:inedita_v6
plumb;;prumo;B1;pack:inedita_v6
posthumous;;póstumo;B1;pack:inedita_v6
ply;;folha;B1;pack:inedita_v6
posits;;postula;B1;pack:inedita_v6
posse;;bando;B1;pack:inedita_v6
playfully;;brincalhão;B1;pack:inedita_v6
ploy;;estratagema;B1;pack:inedita_v6
plowed;;arado;B2;pack:inedita_v6
pointedly;;intencionalmente;B2;pack:inedita_v6
plunger;;Desentupidor;B2;pack:inedita_v6
postponement;;adiamento;B2;pack:inedita_v6
plebiscite;;plebiscito;B2;pack:inedita_v6
possessor;;possuidor;B2;pack:inedita_v6
platt;;plano;B2;pack:inedita_v6
plumes;;plumas;B2;pack:inedita_v6
platter;;prato;B2;pack:inedita_v6
playback;;reprodução;B2;pack:inedita_v6
plundered;;saqueado;B2;pack:inedita_v6
porters;;carregadores;B2;pack:inedita_v6
porridge;;mingau;B2;pack:inedita_v6
postmortem;;post-mortem;B2;pack:inedita_v6
pluralist;;pluralista;B2;pack:inedita_v6
posthumously;;postumamente;B2;pack:inedita_v6
pompey;;pompeu;B2;pack:inedita_v6
plowing;;arando;B2;pack:inedita_v6
ploughing;;arando;B2;pack:inedita_v6
ponies;;pôneis;B2;pack:inedita_v6
quiescent;;quiescente;B2;pack:inedita_v6
quail;;codorna;B2;pack:inedita_v6
quorum;;quórum;B2;pack:inedita_v6
quay;;cais;B2;pack:inedita_v6
quadrangle;;quadrilátero;B2;pack:inedita_v6
quartermaster;;intendente;B2;pack:inedita_v6
quenched;;saciedade;B2;pack:inedita_v6
quia;;porque;B2;pack:inedita_v6
quill;;pena;B2;pack:inedita_v6
quieter;;mais silencioso;B2;pack:inedita_v6
quitting;;desistindo;B2;pack:inedita_v6
quantization;;quantização;B2;pack:inedita_v6
quarries;;pedreiras;B2;pack:inedita_v6
qualifies;;qualifica;B2;pack:inedita_v6
quinine;;quinina;B2;pack:inedita_v6
quickened;;acelerado;B2;pack:inedita_v6
reverie;;devaneio;B2;pack:inedita_v6
revere;;reverenciar;B2;pack:inedita_v6
reticence;;reticência;B2;pack:inedita_v6
revulsion;;repulsa;B2;pack:inedita_v6
reminiscence;;reminiscência;B2;pack:inedita_v6
rectify;;retificar;B2;pack:inedita_v6
retainer;;retentor;B2;pack:inedita_v6
recompense;;recompensa;B2;pack:inedita_v6
regress;;regredir;B2;pack:inedita_v6
regal;;real;B2;pack:inedita_v6
repugnant;;repugnante;B2;pack:inedita_v6
retort;;réplica;B2;pack:inedita_v6
repudiate;;repudiar;B2;pack:inedita_v6
reputable;;respeitável;B2;pack:inedita_v6
recalcitrant;;recalcitrante;B2;pack:inedita_v6
rendition;;interpretação;B2;pack:inedita_v6
rend;;rasgar;B2;pack:inedita_v6
retinue;;comitiva;B2;pack:inedita_v6
relinquished;;renunciado;B2;pack:inedita_v6
reparation;;reparação;B2;pack:inedita_v6
recede;;recuar;B2;pack:inedita_v6
reversion;;reversão;B2;pack:inedita_v6
repel;;repelir;B2;pack:inedita_v6
renown;;renome;B2;pack:inedita_v6
recount;;recontagem;B2;pack:inedita_v6
repute;;reputação;B2;pack:inedita_v6
resourceful;;engenhoso;B2;pack:inedita_v6
resistive;;resistivo;B2;pack:inedita_v6
repress;;reprimir;B2;pack:inedita_v6
rebuked;;repreendido;B2;pack:inedita_v6
recounting;;relatando;B2;pack:inedita_v6
receptacle;;recipiente;B2;pack:inedita_v6
regenerate;;regenerar;B2;pack:inedita_v6
rectification;;retificação;B2;pack:inedita_v6
remediation;;remediação;B2;pack:inedita_v6
resounding;;retumbante;B2;pack:inedita_v6
receptivity;;receptividade;B2;pack:inedita_v6
regency;;regência;C1;pack:inedita_v6
rethink;;repensar;C1;pack:inedita_v6
retracted;;retraído;C1;pack:inedita_v6
repulsed;;repelido;C1;pack:inedita_v6
regrettable;;lamentável;C1;pack:inedita_v6
remedied;;remediado;C1;pack:inedita_v6
reshaping;;remodelação;C1;pack:inedita_v6
resonator;;ressonador;C1;pack:inedita_v6
recast;;refazer;C1;pack:inedita_v6
restart;;reiniciar;C1;pack:inedita_v6
rectified;;retificado;C1;pack:inedita_v6
receded;;recuado;C1;pack:inedita_v6
relayed;;retransmitido;C1;pack:inedita_v6
revocation;;revogação;C1;pack:inedita_v6
religiosity;;religiosidade;C1;pack:inedita_v6
reviving;;revivendo;C1;pack:inedita_v6
revoked;;revogado;C1;pack:inedita_v6
recesses;;recessos;C1;pack:inedita_v6
revolted;;revoltado;C1;pack:inedita_v6
sanguine;;sanguíneo;C1;pack:inedita_v6
solicit;;solicitar;C1;pack:inedita_v6
sanctified;;santificado;C1;pack:inedita_v6
solemnity;;solene;C1;pack:inedita_v6
sable;;zibelina;C1;pack:inedita_v6
savvy;;sagaz;C1;pack:inedita_v6
salience;;saliente;C1;pack:inedita_v6
sadistic;;sádico;C1;pack:inedita_v6
salutary;;salutar;C1;pack:inedita_v6
solidity;;solidez;C1;pack:inedita_v6
savagery;;selvageria;C1;pack:inedita_v6
solicitation;;solicitação;C1;pack:inedita_v6
sash;;faixa;C1;pack:inedita_v6
sanctification;;santificação;C1;pack:inedita_v6
solicited;;solicitado;C1;pack:inedita_v6
sapphire;;safira;C1;pack:inedita_v6
savanna;;savana;C1;pack:inedita_v6
savagely;;selvagemente;C1;pack:inedita_v6
safeguarding;;proteção;C1;pack:inedita_v6
saffron;;açafrão;C1;pack:inedita_v6
sarcastically;;sarcasticamente;C1;pack:inedita_v6
soliciting;;solicitando;C1;pack:inedita_v6
sagging;;caído;C1;pack:inedita_v6
sacked;;demitido;C1;pack:inedita_v6
solidified;;solidificado;C1;pack:inedita_v6
sacrum;;sacro;C1;pack:inedita_v6
satanic;;satânico;C1;pack:inedita_v6
sawdust;;serragem;C1;pack:inedita_v6
sameness;;igualdade;C1;pack:inedita_v6
solidification;;solidificação;C1;pack:inedita_v6
salle;;sala;C2;pack:inedita_v6
saddened;;entristecido;C2;pack:inedita_v6
samantha;;samanta;C2;pack:inedita_v6
sainte;;santa;C2;pack:inedita_v6
samaritan;;samaritano;C2;pack:inedita_v6
sampler;;amostrador;C2;pack:inedita_v6
solenoid;;solenoide;C2;pack:inedita_v6
salaam;;salam;C2;pack:inedita_v6
saddled;;selado;C2;pack:inedita_v6
sanctuaries;;santuários;C2;pack:inedita_v6
tenacious;;tenaz;C2;pack:inedita_v6
tenet;;princípio;C2;pack:inedita_v6
tortuous;;tortuoso;C2;pack:inedita_v6
