english;ipa;portuguese;level;tags
objectification;;objetificação;A1;pack:inedita_missing
obligate;;obrigar;A1;pack:inedita_missing
obliging;;prestativo;A1;pack:inedita_missing
obliterate;;obliterar;A1;pack:inedita_missing
obliteration;;obliteração;A1;pack:inedita_missing
obscuring;;obscurecendo;A1;pack:inedita_missing
obsessions;;obsessões;A1;pack:inedita_missing
obstinacy;;obstinância;A1;pack:inedita_missing
obstinately;;obstinadamente;A1;pack:inedita_missing
obtuse;;obtuso;A1;pack:inedita_missing
obviate;;obviar;A1;pack:inedita_missing
op;;operação;A1;pack:inedita_missing
ophelia;;Ofélia;A1;pack:inedita_missing
opportune;;oportuno;A1;pack:inedita_missing
opportunist;;oportunista;A1;pack:inedita_missing
oppressor;;opressor;A1;pack:inedita_missing
optimist;;otimista;A1;pack:inedita_missing
opting;;optando;A1;pack:inedita_missing
opulence;;opulência;A1;pack:inedita_missing
opulent;;opulento;A1;pack:inedita_missing
orang;;laranja;A1;pack:inedita_missing
orb;;orbe;A1;pack:inedita_missing
orchestration;;orquestração;A1;pack:inedita_missing
organically;;organicamente;A1;pack:inedita_missing
orgy;;orgia;A1;pack:inedita_missing
orifices;;orifícios;A1;pack:inedita_missing
origination;;origem;A1;pack:inedita_missing
orphaned;;órfão;A1;pack:inedita_missing
ortho;;orto;A1;pack:inedita_missing
orthographic;;ortográfico;A1;pack:inedita_missing
orthography;;ortografia;A1;pack:inedita_missing
oscillate;;oscilam;A1;pack:inedita_missing
osmosis;;osmose;A1;pack:inedita_missing
ostensible;;ostensível;A1;pack:inedita_missing
ostentatious;;ostentatório;A1;pack:inedita_missing
ostrich;;avestruz;A1;pack:inedita_missing
overflowed;;transbordou;A1;pack:inedita_missing
overhang;;saliente;A1;pack:inedita_missing
overlord;;suserano;A1;pack:inedita_missing
overpowered;;sobrecarregado;A1;pack:inedita_missing
overseeing;;supervisão;A1;pack:inedita_missing
oversimplification;;simplificação;A1;pack:inedita_missing
oversimplified;;simplificado;A1;pack:inedita_missing
overstated;;exagerado;A1;pack:inedita_missing
overthrew;;derrubou;A1;pack:inedita_missing
overturn;;anular;A1;pack:inedita_missing
overturning;;reversão;A1;pack:inedita_missing
placate;;aplacar;A1;pack:inedita_missing
plagiarism;;plágio;A1;pack:inedita_missing
plaintive;;lamentoso;A1;pack:inedita_missing
plat;;prato;A1;pack:inedita_missing
plausibly;;plausivelmente;A1;pack:inedita_missing
playfulness;;brincadeira;A1;pack:inedita_missing
playground;;parque infantil;A1;pack:inedita_missing
pleadings;;petições;A1;pack:inedita_missing
plebeian;;plebeu;A1;pack:inedita_missing
pliable;;maleável;A1;pack:inedita_missing
plied;;dobrado;A1;pack:inedita_missing
pliocene;;plioceno;A1;pack:inedita_missing
ploughed;;arado;A1;pack:inedita_missing
plucking;;arrancando;A1;pack:inedita_missing
plugging;;plugando;A1;pack:inedita_missing
plummeted;;caiu;A1;pack:inedita_missing
plums;;ameixas;A1;pack:inedita_missing
plundering;;saqueamento;A1;pack:inedita_missing
plush;;pelúcia;A1;pack:inedita_missing
