english;ipa;portuguese;level;tags
vignettes;;vignetas;A1;pack:inedita_missing
vindicate;;justificar;A1;pack:inedita_missing
virile;;viril;A1;pack:inedita_missing
virility;;virilidade;A1;pack:inedita_missing
virtuosity;;virtuosidade;A1;pack:inedita_missing
visage;;visagem;A1;pack:inedita_missing
vise;;morsa;A1;pack:inedita_missing
vivacity;;vivacidade;A1;pack:inedita_missing
vividness;;vivacidade;A1;pack:inedita_missing
wafted;;flutuou;A1;pack:inedita_missing
waistcoat;;colete;A1;pack:inedita_missing
waive;;renunciar;A1;pack:inedita_missing
wakefulness;;vigília;A1;pack:inedita_missing
wald;;floresta;A1;pack:inedita_missing
walkers;;andadores;A1;pack:inedita_missing
walkway;;passeio;A1;pack:inedita_missing
waller;;muro;A1;pack:inedita_missing
warehousing;;armazenagem;A1;pack:inedita_missing
warily;;cautelosamente;A1;pack:inedita_missing
warping;;deformação;A1;pack:inedita_missing
warren;;toca;A1;pack:inedita_missing
wart;;verruga;A1;pack:inedita_missing
watchdog;;cão de guarda;A1;pack:inedita_missing
watcher;;observador;A2;pack:inedita_missing
watercolor;;aquarela;A2;pack:inedita_missing
waterfowl;;aves aquáticas;A2;pack:inedita_missing
waterloo;;derrota;A2;pack:inedita_missing
wayside;;beira da estrada;A2;pack:inedita_missing
widowhood;;viúvez;A2;pack:inedita_missing
wielding;;empunhando;A2;pack:inedita_missing
wildcat;;gato selvagem;A2;pack:inedita_missing
wildness;;selvageria;A2;pack:inedita_missing
wilful;;intencional;A2;pack:inedita_missing
wily;;astuto;A2;pack:inedita_missing
windfall;;sorte inesperada;A2;pack:inedita_missing
windmill;;moinho;A2;pack:inedita_missing
winking;;piscando;A2;pack:inedita_missing
wintry;;invernal;A2;pack:inedita_missing
wiry;;magro;A2;pack:inedita_missing
wiseman;;sábio;A2;pack:inedita_missing
wistful;;nostálgico;A2;pack:inedita_missing
wistfully;;nostalgicamente;A2;pack:inedita_missing
withal;;com isso;A2;pack:inedita_missing
withstood;;suportou;A2;pack:inedita_missing
witted;;inteligente;A2;pack:inedita_missing
wrenched;;torcido;A2;pack:inedita_missing
wrenching;;torção;A2;pack:inedita_missing
wrest;;arrancar;A2;pack:inedita_missing
wretchedness;;miserabilidade;A2;pack:inedita_missing
writhing;;contorcendo;A2;pack:inedita_missing
wryly;;ironicamente;A2;pack:inedita_missing
xenophon;;xenofonte;A2;pack:inedita_missing
xii;;doze;B1;pack:inedita_missing
xiii;;treze;B1;pack:inedita_missing
xiv;;quatorze;B1;pack:inedita_missing
xix;;xixi;B1;pack:inedita_missing
xv;;quinze;B1;pack:inedita_missing
xvi;;dezesseis;B1;pack:inedita_missing
xvii;;dezessete;B1;pack:inedita_missing
xxi;;vinte e um;B1;pack:inedita_missing
xxii;;vinte e dois;B1;pack:inedita_missing
xxiii;;vinte e três;B1;pack:inedita_missing
xxiv;;vinte e quatro;B1;pack:inedita_missing
xxix;;vinte e nove;B1;pack:inedita_missing
xxv;;vinte e cinco;B1;pack:inedita_missing
xxvi;;vinte e seis;B1;pack:inedita_missing
xxvii;;vinte e sete;B1;pack:inedita_missing
xxviii;;vinte e oito;B1;pack:inedita_missing
xxxi;;trinta e um;B1;pack:inedita_missing
xxxii;;trinta e dois;B1;pack:inedita_missing
xxxiv;;trinta e quatro;B1;pack:inedita_missing
xxxv;;trinta e cinco;B1;pack:inedita_missing
xxxvi;;trinta e seis;B1;pack:inedita_missing
xxxvii;;trinta e sete;B1;pack:inedita_missing
xxxviii;;trinta e oito;B1;pack:inedita_missing
xylem;;xilema;B1;pack:inedita_missing
xylene;;xileno;B1;pack:inedita_missing
y;;i;B1;pack:inedita_missing
y'all;;vocês;B1;pack:inedita_missing
yachts;;iate;B1;pack:inedita_missing
yams;;inhame;B2;pack:inedita_missing
yank;;arrancar;B2;pack:inedita_missing
yates;;iate;B2;pack:inedita_missing
yd;;jarda;B2;pack:inedita_missing
yeh;;sim;B2;pack:inedita_missing
yeoman;;lavrador;B2;pack:inedita_missing
yep;;sim;B2;pack:inedita_missing
yeshiva;;yeshivá;B2;pack:inedita_missing
yew;;teixo;B2;pack:inedita_missing
yolks;;gemas;B2;pack:inedita_missing
yong;;jovem;B2;pack:inedita_missing
za;;pizza;B2;pack:inedita_missing
zachary;;Zacarias;C1;pack:inedita_missing
zarathustra;;zaratrusta;C1;pack:inedita_missing
zealots;;zelotes;C1;pack:inedita_missing
zechariah;;zacarias;C1;pack:inedita_missing
zeolite;;zeólita;C1;pack:inedita_missing
zest;;entusiasmo;C1;pack:inedita_missing
zia;;tia;C1;pack:inedita_missing
zig;;zigue-zague;C1;pack:inedita_missing
zimmer;;quarto;C1;pack:inedita_missing
zimmermann;;carpinteiro;C1;pack:inedita_missing
zipper;;ziper;C1;pack:inedita_missing
zirconium;;zircônio;C1;pack:inedita_missing
zoom;;ampliar;C2;pack:inedita_missing
zooplankton;;zooplâncton;C2;pack:inedita_missing
zygomatic;;zigomático;C2;pack:inedita_missing
zygote;;zigoto;C2;pack:inedita_missing
