english;ipa;portuguese;level;tags
endeictic;;endiático;A1;pack:inedita_missing
endeixis;;deixis;A1;pack:inedita_missing
endemical;;endêmico;A1;pack:inedita_missing
endemically;;endêmico;A1;pack:inedita_missing
ender;;finalizador;A1;pack:inedita_missing
endgame;;jogo final;A1;pack:inedita_missing
endictment;;acusação;A1;pack:inedita_missing
endlessness;;infinidade;A1;pack:inedita_missing
endlong;;alongado;A1;pack:inedita_missing
endogamy;;endogamia;A1;pack:inedita_missing
endogeneity;;endogeneidade;A1;pack:inedita_missing
endorses;;apoia;A1;pack:inedita_missing
endorsing;;endossando;A1;pack:inedita_missing
endoskeleton;;endoesqueleto;A1;pack:inedita_missing
endoss;;endosse;A1;pack:inedita_missing
endow;;dotar;A1;pack:inedita_missing
endower;;dotador;A1;pack:inedita_missing
endree;;endereço;A1;pack:inedita_missing
endue;;dotar;A1;pack:inedita_missing
endued;;dotado;A1;pack:inedita_missing
enduement;;endowment;A1;pack:inedita_missing
endurable;;suportável;A1;pack:inedita_missing
endurant;;endurante;A1;pack:inedita_missing
enduringness;;permanência;A1;pack:inedita_missing
endwise;;de ponta;A1;pack:inedita_missing
endymion;;endimión;A1;pack:inedita_missing
enhancive;;melhorativo;A1;pack:inedita_missing
enhearten;;encorajar;A1;pack:inedita_missing
enigmatical;;enigmático;A1;pack:inedita_missing
enigmatically;;enigmáticamente;A1;pack:inedita_missing
enigmatist;;enigmatista;A1;pack:inedita_missing
enigmatography;;enigmatografia;A1;pack:inedita_missing
enigmatology;;enigmatologia;A1;pack:inedita_missing
enisled;;isolado;A1;pack:inedita_missing
enmesh;;enredar;A1;pack:inedita_missing
enmeshed;;emaranhado;A1;pack:inedita_missing
enmeshment;;entrelaçamento;A1;pack:inedita_missing
enmist;;enigma;A1;pack:inedita_missing
enmossed;;musgo;A1;pack:inedita_missing
ennead;;ennéade;A1;pack:inedita_missing
ennew;;renovar;A1;pack:inedita_missing
ennoble;;ennobrecer;A1;pack:inedita_missing
ennobling;;nobrecedor;A1;pack:inedita_missing
ennui;;tédio;A1;pack:inedita_missing
ent;;entidade;A1;pack:inedita_missing
entailing;;implicando;A1;pack:inedita_missing
