english;ipa;portuguese;level;tags
blasphemed;;blasfemou;A1;pack:inedita_missing
blasphemously;;blasfemamente;A1;pack:inedita_missing
blatherer;;tagarela;A1;pack:inedita_missing
blathery;;blábláblá;A1;pack:inedita_missing
blazes;;chamas;A1;pack:inedita_missing
ble;;bleu;A1;pack:inedita_missing
bleachers;;arquibancadas;A1;pack:inedita_missing
bleaky;;sombrio;A1;pack:inedita_missing
bleareyed;;olhos embaçados;A1;pack:inedita_missing
bleats;;balidos;A1;pack:inedita_missing
blebby;;bolhoso;A1;pack:inedita_missing
bleeder;;sangrador;A1;pack:inedita_missing
bleeding-heart;;coração partido;A1;pack:inedita_missing
bleeping;;bipando;A1;pack:inedita_missing
bleg;;blegar;A1;pack:inedita_missing
blepharoplegia;;blefaroplegia;A1;pack:inedita_missing
blessedly;;abençoadamente;A1;pack:inedita_missing
blessure;;lesão;A1;pack:inedita_missing
bletch;;nojo;A1;pack:inedita_missing
bletcherous;;bletchoso;A1;pack:inedita_missing
blighting;;destruição;A1;pack:inedita_missing
blights;;pragas;A1;pack:inedita_missing
blimming;;maldito;A1;pack:inedita_missing
blindage;;blindagem;A1;pack:inedita_missing
blindsiding;;surpreender;A1;pack:inedita_missing
bling;;brilho;A1;pack:inedita_missing
blink-eyed;;piscante;A1;pack:inedita_missing
blinkers;;setas;A1;pack:inedita_missing
blissing;;felicidade;A1;pack:inedita_missing
blistered;;bolhoso;A1;pack:inedita_missing
blither;;tagarelar;A1;pack:inedita_missing
blithesomely;;alegremente;A1;pack:inedita_missing
blitzkriegs;;blitzkrieg;A1;pack:inedita_missing
blizard;;nevasca;A1;pack:inedita_missing
blockbuster;;sucesso de bilheteira;A1;pack:inedita_missing
blockish;;tolo;A1;pack:inedita_missing
blokes;;caras;A1;pack:inedita_missing
blondeness;;loirosidade;A1;pack:inedita_missing
blondie;;loira;A1;pack:inedita_missing
blondish;;loiro;A1;pack:inedita_missing
bloodguiltiness;;culpa de sangue;A1;pack:inedita_missing
bloodguilty;;culpado de sangue;A1;pack:inedita_missing
bloodhouse;;sangue;A1;pack:inedita_missing
blooding;;sangramento;A1;pack:inedita_missing
bloodstone;;hematita;A1;pack:inedita_missing
bloodsucking;;sanguessuga;A1;pack:inedita_missing
bloody-mindedness;;teimosia;A1;pack:inedita_missing
bloomingness;;floração;A2;pack:inedita_missing
bloomy;;florido;A2;pack:inedita_missing
blooper;;gafe;A2;pack:inedita_missing
bloopers;;gafes;A2;pack:inedita_missing
blote;;nudez;A2;pack:inedita_missing
bloud;;sangue;A2;pack:inedita_missing
bloviation;;bloviamento;A2;pack:inedita_missing
blow-up;;explosão;A2;pack:inedita_missing
blowball;;dente-de-leão;A2;pack:inedita_missing
blowhards;;fanfarrões;A2;pack:inedita_missing
blowlamp;;maçarico;A2;pack:inedita_missing
blowsy;;desleixada;A2;pack:inedita_missing
blowtorch;;maçarico;A2;pack:inedita_missing
blowup;;explosão;A2;pack:inedita_missing
blubberer;;chorão;A2;pack:inedita_missing
blubberhead;;bobalhão;A2;pack:inedita_missing
blubbery;;gorduroso;A2;pack:inedita_missing
bludgeoner;;batedor;A2;pack:inedita_missing
bludgeoning;;massacre;A2;pack:inedita_missing
blue-sky;;céu azul;A2;pack:inedita_missing
blueblood;;nobreza;A2;pack:inedita_missing
bluebottle;;mosca azul;A2;pack:inedita_missing
bluebottles;;moscas azuis;A2;pack:inedita_missing
bluecoat;;casaco azul;A2;pack:inedita_missing
blueline;;linha azul;A2;pack:inedita_missing
blueness;;azulidade;A2;pack:inedita_missing
bluenose;;nariz azul;A2;pack:inedita_missing
blueshift;;desvio para o azul;A2;pack:inedita_missing
bluestone;;pedra azul;A2;pack:inedita_missing
bluet;;azulinho;A2;pack:inedita_missing
bluey;;azulzinho;A2;pack:inedita_missing
bluffing;;blefar;A2;pack:inedita_missing
bluidy;;sangrento;A2;pack:inedita_missing
blundered;;errou;A2;pack:inedita_missing
blunting;;desgaste;A2;pack:inedita_missing
bluntish;;embotado;A2;pack:inedita_missing
blurry;;borrado;A2;pack:inedita_missing
blushy;;vergonhoso;A2;pack:inedita_missing
blustered;;bufou;A2;pack:inedita_missing
blusterously;;tempestuosamente;A2;pack:inedita_missing
blustrous;;tempestuoso;A2;pack:inedita_missing
come-hither;;chamego;A2;pack:inedita_missing
comely;;formoso;A2;pack:inedita_missing
comestible;;comestível;A2;pack:inedita_missing
comeuppance;;consequência;A2;pack:inedita_missing
commandeer;;requisitar;A2;pack:inedita_missing
commandeered;;apreendido;A2;pack:inedita_missing
commandery;;comenda;A2;pack:inedita_missing
commemorable;;comemorável;A2;pack:inedita_missing
commemoratory;;comemorativo;A2;pack:inedita_missing
commendatory;;recomendatório;A2;pack:inedita_missing
commensalism;;comensalismo;A2;pack:inedita_missing
commensurable;;comensurável;A2;pack:inedita_missing
commensurately;;proporcionalmente;A2;pack:inedita_missing
commode;;comoda;A2;pack:inedita_missing
commodification;;commodificação;A2;pack:inedita_missing
commodious;;espaçoso;A2;pack:inedita_missing
commodiously;;comodamente;A2;pack:inedita_missing
commonalty;;comunidade;A2;pack:inedita_missing
commonlie;;comumente;A2;pack:inedita_missing
commonness;;comum;A2;pack:inedita_missing
commote;;comover;A2;pack:inedita_missing
commove;;comover;A2;pack:inedita_missing
communicant;;comungante;A2;pack:inedita_missing
commutate;;comutar;A2;pack:inedita_missing
compactify;;compactar;A2;pack:inedita_missing
compaginate;;compaginar;A2;pack:inedita_missing
companionable;;companheiro;A2;pack:inedita_missing
companionate;;companheiro;A2;pack:inedita_missing
comparably;;comparavelmente;A2;pack:inedita_missing
compartmentalized;;compartimentalizado;A2;pack:inedita_missing
compassionable;;compassivo;A2;pack:inedita_missing
compassionately;;compassivamente;A2;pack:inedita_missing
compassionateness;;compaixão;A2;pack:inedita_missing
compassionless;;desumano;A2;pack:inedita_missing
compear;;comparar;B1;pack:inedita_missing
compeer;;camarada;B1;pack:inedita_missing
compendious;;compêndio;B1;pack:inedita_missing
compenetrate;;compenetrar;B1;pack:inedita_missing
compesce;;compensar;B1;pack:inedita_missing
competently;;competentemente;B1;pack:inedita_missing
competitory;;competitivo;B1;pack:inedita_missing
complacence;;complacência;B1;pack:inedita_missing
complaisance;;complacência;B1;pack:inedita_missing
complaisant;;complacente;B1;pack:inedita_missing
complaisantly;;complacentemente;B1;pack:inedita_missing
compleat;;completo;B1;pack:inedita_missing
complect;;compreender;B1;pack:inedita_missing
complection;;compleição;B1;pack:inedita_missing
complemental;;complementar;B1;pack:inedita_missing
completory;;complementar;B1;pack:inedita_missing
complexus;;complexo;B1;pack:inedita_missing
compliable;;compliável;B1;pack:inedita_missing
compliancy;;conformidade;B1;pack:inedita_missing
complicacy;;complicação;B1;pack:inedita_missing
complice;;cúmplice;B1;pack:inedita_missing
complicit;;complice;B1;pack:inedita_missing
complicitous;;complice;B1;pack:inedita_missing
complot;;conspiração;B1;pack:inedita_missing
comport;;comportar;B1;pack:inedita_missing
comportance;;comportamento;B1;pack:inedita_missing
comportation;;comportamento;B1;pack:inedita_missing
comportment;;comportamento;B1;pack:inedita_missing
composedly;;compostamente;B1;pack:inedita_missing
comprecation;;comprecação;B1;pack:inedita_missing
comprehendable;;compreensível;B1;pack:inedita_missing
comprehendible;;compreensível;B1;pack:inedita_missing
compunction;;remorso;B1;pack:inedita_missing
compunctious;;compungido;B1;pack:inedita_missing
conation;;conação;B1;pack:inedita_missing
conative;;conativo;B1;pack:inedita_missing
concat;;concatenar;B1;pack:inedita_missing
concatenate;;concatenar;B1;pack:inedita_missing
concealingly;;ocultamente;B1;pack:inedita_missing
concedence;;concessão;B1;pack:inedita_missing
conceitedness;;vaidade;B1;pack:inedita_missing
conceitful;;presunçoso;B1;pack:inedita_missing
conceiver;;concebedor;B1;pack:inedita_missing
concensus;;consenso;B1;pack:inedita_missing
concent;;concentrar;B1;pack:inedita_missing
concentrical;;concentrico;B1;pack:inedita_missing
conceptacle;;conceptáculo;B1;pack:inedita_missing
conceptualisation;;conceitualização;B1;pack:inedita_missing
conceptualise;;conceitualizar;B1;pack:inedita_missing
concernancy;;preocupação;B1;pack:inedita_missing
concernment;;preocupação;B1;pack:inedita_missing
concertation;;concertação;B1;pack:inedita_missing
concertedly;;conjuntamente;B1;pack:inedita_missing
concessionary;;concessionária;B1;pack:inedita_missing
concessive;;concessivo;B1;pack:inedita_missing
concetto;;conceito;B1;pack:inedita_missing
conciliable;;conciliável;B1;pack:inedita_missing
conciliate;;conciliar;B1;pack:inedita_missing
conciliating;;conciliador;B1;pack:inedita_missing
conciliator;;conciliador;B1;pack:inedita_missing
concinnate;;concatenado;B1;pack:inedita_missing
concinnity;;concinnidade;B1;pack:inedita_missing
concious;;consciente;B1;pack:inedita_missing
conciseness;;concisão;B1;pack:inedita_missing
concision;;concisão;B1;pack:inedita_missing
conclusory;;conclusivo;B1;pack:inedita_missing
concoct;;confeccionar;B1;pack:inedita_missing
concoction;;mistura;B1;pack:inedita_missing
concoctive;;concoctivo;B1;pack:inedita_missing
concolorous;;monocromático;B1;pack:inedita_missing
concomitance;;concomitância;B1;pack:inedita_missing
concomitate;;concomitar;B1;pack:inedita_missing
concordant;;concordante;B1;pack:inedita_missing
concordantly;;concordantemente;B1;pack:inedita_missing
concordat;;concordata;B1;pack:inedita_missing
concourse;;saguão;B1;pack:inedita_missing
concrescence;;concrescência;B1;pack:inedita_missing
concretion;;concreção;B1;pack:inedita_missing
concretize;;concretizar;B1;pack:inedita_missing
concubinage;;concubinato;B1;pack:inedita_missing
concubinal;;concubinato;B1;pack:inedita_missing
concubinarian;;concubina;B1;pack:inedita_missing
concupiscence;;concupiscência;B1;pack:inedita_missing
concupiscent;;concupiscente;B1;pack:inedita_missing
concupiscible;;concupiscente;B1;pack:inedita_missing
concurringly;;concomitantemente;B1;pack:inedita_missing
concussation;;concussão;B1;pack:inedita_missing
cond;;preservativo;B1;pack:inedita_missing
condemnable;;condenável;B1;pack:inedita_missing
condemnatory;;condenatório;B1;pack:inedita_missing
condescend;;condescender;B1;pack:inedita_missing
condescendence;;condescendência;B1;pack:inedita_missing
condign;;condigno;B2;pack:inedita_missing
condignity;;dignidade;B2;pack:inedita_missing
condisciple;;colega;B2;pack:inedita_missing
condite;;condimento;B2;pack:inedita_missing
condole;;condolências;B2;pack:inedita_missing
