english;ipa;portuguese;level;tags
touchstone;;pedra-de-toque;A1;pack:inedita_v6
tome;;tomo;A1;pack:inedita_v6
totalitarianism;;totalitarismo;A1;pack:inedita_v6
tenement;;cortiço;A1;pack:inedita_v6
toned;;tonificado;A1;pack:inedita_v6
tong;;pinça;A1;pack:inedita_v6
toolbox;;caixa de ferramentas;A1;pack:inedita_v6
tombstone;;lápide;A1;pack:inedita_v6
toothed;;dentado;A1;pack:inedita_v6
temporally;;temporalmente;A1;pack:inedita_v6
temporality;;temporalidade;A1;pack:inedita_v6
townspeople;;moradores;A1;pack:inedita_v6
tod;;toque;A1;pack:inedita_v6
toluene;;tolueno;A1;pack:inedita_v6
topping;;cobertura;A1;pack:inedita_v6
towed;;rebocado;A1;pack:inedita_v6
unease;;desconforto;A1;pack:inedita_v6
unorthodox;;não ortodoxo;A1;pack:inedita_v6
unconcerned;;despreocupado;A1;pack:inedita_v6
unsettling;;inquietante;A1;pack:inedita_v6
unrestrained;;desenfreado;A1;pack:inedita_v6
unrelenting;;implacável;A1;pack:inedita_v6
untoward;;desfavorável;A1;pack:inedita_v6
underscore;;sublinhado;A1;pack:inedita_v6
unsuspecting;;desavisado;A1;pack:inedita_v6
unethical;;antiético;A1;pack:inedita_v6
unresponsive;;insensível;A1;pack:inedita_v6
undulating;;ondulante;A1;pack:inedita_v6
unanticipated;;inesperado;A1;pack:inedita_v6
unbound;;desvinculado;A1;pack:inedita_v6
unsolicited;;não solicitado;A1;pack:inedita_v6
untimely;;intempestivo;A1;pack:inedita_v6
underpinning;;fundamento;A1;pack:inedita_v6
unforgettable;;inesquecível;A1;pack:inedita_v6
unintentional;;involuntário;A1;pack:inedita_v6
unattainable;;inalcançável;A1;pack:inedita_v6
unsatisfied;;insatisfeito;A1;pack:inedita_v6
unintentionally;;inadvertidamente;A1;pack:inedita_v6
unambiguously;;inequivocamente;A2;pack:inedita_v6
unify;;unificar;A2;pack:inedita_v6
unkind;;cruel;A2;pack:inedita_v6
unfounded;;infundado;A2;pack:inedita_v6
uninteresting;;desinteressante;A2;pack:inedita_v6
uncovering;;descobrindo;A2;pack:inedita_v6
unveiled;;revelado;A2;pack:inedita_v6
unsound;;insalubre;A2;pack:inedita_v6
unravel;;desvendar;A2;pack:inedita_v6
unspeakable;;indizível;A2;pack:inedita_v6
unending;;interminável;A2;pack:inedita_v6
undeniably;;indiscutivelmente;A2;pack:inedita_v6
underscored;;sublinhado;A2;pack:inedita_v6
untold;;incontável;A2;pack:inedita_v6
unreality;;irrealidade;A2;pack:inedita_v6
uncomfortably;;desconfortavelmente;A2;pack:inedita_v6
unimaginable;;inimaginável;A2;pack:inedita_v6
unconnected;;desconectado;A2;pack:inedita_v6
unchecked;;descontrolado;A2;pack:inedita_v6
undressed;;despido;A2;pack:inedita_v6
undoing;;ruína;A2;pack:inedita_v6
unfaithful;;infiel;A2;pack:inedita_v6
unaccustomed;;desacostumado;A2;pack:inedita_v6
ungrateful;;ingrato;A2;pack:inedita_v6
unconsciousness;;inconsciência;A2;pack:inedita_v6
unmoved;;impassível;A2;pack:inedita_v6
unoccupied;;desocupado;A2;pack:inedita_v6
unstructured;;não estruturado;A2;pack:inedita_v6
unaided;;sem ajuda;A2;pack:inedita_v6
unfulfilled;;não realizado;A2;pack:inedita_v6
uninhabited;;desabitado;A2;pack:inedita_v6
unearthed;;desenterrado;A2;pack:inedita_v6
understatement;;subestimação;A2;pack:inedita_v6
undecided;;indeciso;A2;pack:inedita_v6
unselfish;;altruísta;A2;pack:inedita_v6
uncritical;;acrítico;A2;pack:inedita_v6
uneventful;;sem incidentes;A2;pack:inedita_v6
uncommonly;;incomumente;A2;pack:inedita_v6
undisputed;;indiscutível;A2;pack:inedita_v6
unplanned;;não planejado;A2;pack:inedita_v6
vehement;;veemente;A2;pack:inedita_v6
vindictive;;vingativo;A2;pack:inedita_v6
vassal;;vassalo;A2;pack:inedita_v6
veracity;;veracidade;A2;pack:inedita_v6
vestibule;;vestíbulo;A2;pack:inedita_v6
viscera;;vísceras;A2;pack:inedita_v6
valour;;valor;A2;pack:inedita_v6
vindicated;;justificado;A2;pack:inedita_v6
valet;;manobrista;A2;pack:inedita_v6
vigil;;vigília;A2;pack:inedita_v6
vicarious;;indireto;A2;pack:inedita_v6
vaulted;;abobadado;A2;pack:inedita_v6
vestiges;;vestígios;B1;pack:inedita_v6
variegated;;variegado;B1;pack:inedita_v6
validating;;validando;B1;pack:inedita_v6
victimized;;vitimizado;B1;pack:inedita_v6
vagaries;;caprichos;B1;pack:inedita_v6
virology;;virologia;B1;pack:inedita_v6
valle;;vale;B1;pack:inedita_v6
veal;;vitela;B1;pack:inedita_v6
vibrate;;vibrar;B1;pack:inedita_v6
verifiable;;verificável;B1;pack:inedita_v6
verifying;;verificando;B1;pack:inedita_v6
venues;;locais;B1;pack:inedita_v6
vassals;;vassalos;B1;pack:inedita_v6
vandalism;;vandalismo;B1;pack:inedita_v6
vagus;;vago;B1;pack:inedita_v6
vainly;;em vão;B1;pack:inedita_v6
verandah;;varanda;B1;pack:inedita_v6
ventilator;;ventilador;B1;pack:inedita_v6
vin;;vinho;B1;pack:inedita_v6
vacated;;desocupado;B1;pack:inedita_v6
valuables;;objetos de valor;B1;pack:inedita_v6
wry;;irônico;B1;pack:inedita_v6
wanton;;desenfreado;B1;pack:inedita_v6
wight;;criatura;B1;pack:inedita_v6
wane;;minguar;B1;pack:inedita_v6
wick;;pavio;B1;pack:inedita_v6
wavering;;vacilante;B1;pack:inedita_v6
warped;;distorcido;B1;pack:inedita_v6
wailed;;lamentou;B1;pack:inedita_v6
willful;;deliberado;B1;pack:inedita_v6
wayward;;rebelde;B1;pack:inedita_v6
withering;;murcho;B1;pack:inedita_v6
wither;;murchar;B1;pack:inedita_v6
winch;;guincho;B1;pack:inedita_v6
wield;;manipular;B1;pack:inedita_v6
watchman;;vigia;B2;pack:inedita_v6
waterway;;hidrovia;B2;pack:inedita_v6
wanderer;;andarilho;B2;pack:inedita_v6
waned;;diminuiu;B2;pack:inedita_v6
wreckage;;destroços;B2;pack:inedita_v6
wrapper;;invólucro;B2;pack:inedita_v6
winced;;estremeceu;B2;pack:inedita_v6
wallpaper;;papel de parede;B2;pack:inedita_v6
wand;;varinha;B2;pack:inedita_v6
wrongful;;injusto;B2;pack:inedita_v6
wrongdoing;;má conduta;B2;pack:inedita_v6
wishful;;desejoso;B2;pack:inedita_v6
wronged;;injustiçado;B2;pack:inedita_v6
wanderings;;andanças;B2;pack:inedita_v6
wrestled;;lutou;B2;pack:inedita_v6
windward;;barlavento;B2;pack:inedita_v6
wren;;carriça;B2;pack:inedita_v6
wicker;;vime;B2;pack:inedita_v6
windshield;;para-brisa;B2;pack:inedita_v6
wraps;;embrulhos;B2;pack:inedita_v6
wai;;uai;B2;pack:inedita_v6
xxxiii;;trinta e três;C1;pack:inedita_v6
yanked;;puxado;C1;pack:inedita_v6
yam;;inhame;C1;pack:inedita_v6
yawning;;bocejando;C1;pack:inedita_v6
yardstick;;padrão;C1;pack:inedita_v6
yrs;;anos;C1;pack:inedita_v6
yogi;;iogue;C1;pack:inedita_v6
yeasts;;leveduras;C1;pack:inedita_v6
yawned;;bocejou;C1;pack:inedita_v6
yells;;grita;C1;pack:inedita_v6
yarns;;fios;C1;pack:inedita_v6
yan;;ian;C1;pack:inedita_v6
yearned;;ansiava;C1;pack:inedita_v6
yeltsin;;ieltsin;C1;pack:inedita_v6
zigzag;;ziguezague;C1;pack:inedita_v6
zodiac;;zodíaco;C1;pack:inedita_v6
zoological;;zoológico;C1;pack:inedita_v6
