english;ipa;portuguese;level;tags
blacken;;Escurecer;B2;pack:inedita-20251231-v2
beforehand;;antecipadamente;B2;pack:inedita-20251231-v2
belated;;atrasado;B2;pack:inedita-20251231-v2
blameworthy;;censurável;B2;pack:inedita-20251231-v2
bestiary;;Bestiário;B2;pack:inedita-20251231-v2
believable;;Crível?;B2;pack:inedita-20251231-v2
blessedness;;Bênção;B2;pack:inedita-20251231-v2
blunted;;ARREDONDADO;B2;pack:inedita-20251231-v2
benefits;;benefícios;B2;pack:inedita-20251231-v2
blossoming;;florescência;B2;pack:inedita-20251231-v2
belomancy;;belomancia;B2;pack:inedita-20251231-v2
belongings;;pertences;B2;pack:inedita-20251231-v2
bewitchment;;enfeitiçamento;B2;pack:inedita-20251231-v2
blissfully;;"""Bem-aventurado.""";B2;pack:inedita-20251231-v2
bested;;superado;B2;pack:inedita-20251231-v2
bleakly;;Desoladamente;B2;pack:inedita-20251231-v2
blistery;;bolhoso;B2;pack:inedita-20251231-v2
begetter;;procriador;B2;pack:inedita-20251231-v2
blowjob;;boquete;B2;pack:inedita-20251231-v2
belatedness;;atraso;B2;pack:inedita-20251231-v2
blabbering;;(R - segue);B2;pack:inedita-20251231-v2
bloodstroke;;insolação;B2;pack:inedita-20251231-v2
benefactory;;benfeitor;B2;pack:inedita-20251231-v2
bleh;;Eca!;B2;pack:inedita-20251231-v2
blithefully;;alegremente;B2;pack:inedita-20251231-v2
bleeding;;Sangramento;B2;pack:inedita-20251231-v2
blasphemy;;blasfêmia;B2;pack:inedita-20251231-v2
blotter;;Blotter (Papel mata-borrão);B2;pack:inedita-20251231-v2
blinder;;antepara;B2;pack:inedita-20251231-v2
bloodshot;;raiado de sangue;B2;pack:inedita-20251231-v2
belching;;Eructação;B2;pack:inedita-20251231-v2
blackjack;;vinte e um;B2;pack:inedita-20251231-v2
bleb;;bolha;B2;pack:inedita-20251231-v2
befriend;;Aliar;B2;pack:inedita-20251231-v2
blindly;;cegas.;B2;pack:inedita-20251231-v2
beautify;;Embelezar;C1;pack:inedita-20251231-v2
beatitude;;Bem-Aventuranças;C1;pack:inedita-20251231-v2
benthic;;bentônico;C1;pack:inedita-20251231-v2
blatherskite;;blathersquita;C1;pack:inedita-20251231-v2
beats;;superam;C1;pack:inedita-20251231-v2
blacksnake;;cobra-negra;C1;pack:inedita-20251231-v2
bloodline;;Linha de Sangue;C1;pack:inedita-20251231-v2
blether;;mais blether;C1;pack:inedita-20251231-v2
bestialize;;bestializar;C1;pack:inedita-20251231-v2
blue-pencil;;lápis-azul;C1;pack:inedita-20251231-v2
belatedly;;tardiamente.;C1;pack:inedita-20251231-v2
blotched;;BLOTCHED (OU CLÁSSICO);C1;pack:inedita-20251231-v2
berating;;repreendendo;C1;pack:inedita-20251231-v2
blanked;;em branco;C1;pack:inedita-20251231-v2
blatancy;;flagrante;C1;pack:inedita-20251231-v2
bewitchery;;feitiçaria;C1;pack:inedita-20251231-v2
black-market;;mercado negro;C1;pack:inedita-20251231-v2
blissfulness;;bem-aventurança;C1;pack:inedita-20251231-v2
belowground;;abaixo do solo;C1;pack:inedita-20251231-v2
bestower;;doador;C1;pack:inedita-20251231-v2
blemishes;;MANCHAS;C1;pack:inedita-20251231-v2
blood-red;;VERMELHO VIVO, COR DE SANGUE;C1;pack:inedita-20251231-v2
bewailing;;Lamentando,;C1;pack:inedita-20251231-v2
blague;;Golpe baixo.;C1;pack:inedita-20251231-v2
bloodguilt;;culpa de sangue;C1;pack:inedita-20251231-v2
bladesmith;;ferreiro de lâminas;C1;pack:inedita-20251231-v2
blesser;;abençoador;C1;pack:inedita-20251231-v2
beachside;;à beira-mar;C1;pack:inedita-20251231-v2
believes;;Acredita;C1;pack:inedita-20251231-v2
beseeched;;implorou;C1;pack:inedita-20251231-v2
blemishment;;defeito;C1;pack:inedita-20251231-v2
bludgeoned;;Bludgeoned (??);C1;pack:inedita-20251231-v2
besottedly;;apaixonadamente;C1;pack:inedita-20251231-v2
bleakish;;sombrio;C1;pack:inedita-20251231-v2
blindsided;;pego de surpresa;C1;pack:inedita-20251231-v2
blesh;;carne;C1;pack:inedita-20251231-v2
beastmaster;;Mestre das Feras;C1;pack:inedita-20251231-v2
bemoaningly;;lamentavelmente;C1;pack:inedita-20251231-v2
bloodplay;;jogo de sangue;C1;pack:inedita-20251231-v2
bloodsoaked;;encharcado de sangue;C1;pack:inedita-20251231-v2
begigged;;mendigou;C1;pack:inedita-20251231-v2
beating;;batendo;C2;pack:inedita-20251231-v2
beaker;;taça;C2;pack:inedita-20251231-v2
blacklist;;Lista negra;C2;pack:inedita-20251231-v2
blowhole;;furo de sopro;C2;pack:inedita-20251231-v2
belting;;correias;C2;pack:inedita-20251231-v2
bloodsucker;;Hematófago;C2;pack:inedita-20251231-v2
beatification;;Beatificação;C2;pack:inedita-20251231-v2
believer;;crente.;C2;pack:inedita-20251231-v2
bloodroot;;Sanguinaria;C2;pack:inedita-20251231-v2
blankly;;(Sem expressão);C2;pack:inedita-20251231-v2
blocked;;bloqueado;C2;pack:inedita-20251231-v2
blowing;;desperdiçando;C2;pack:inedita-20251231-v2
bluebeard;;Barba Azul;C2;pack:inedita-20251231-v2
beret;;Boina;C2;pack:inedita-20251231-v2
blurred;;obscura.;C2;pack:inedita-20251231-v2
bellhop;;mensageiro;C2;pack:inedita-20251231-v2
