english;ipa;portuguese;level;tags
dissentient;;dissidente;A1;pack:inedita_missing
dissention;;dissensão;A1;pack:inedita_missing
dissentious;;dissensório;A1;pack:inedita_missing
dissents;;dissensos;A1;pack:inedita_missing
disservice;;dano;A1;pack:inedita_missing
dissever;;separar;A1;pack:inedita_missing
disseverance;;separação;A1;pack:inedita_missing
disseveration;;separação;A1;pack:inedita_missing
dissidence;;dissidência;A1;pack:inedita_missing
dissilience;;dissiliência;A1;pack:inedita_missing
dissimilarly;;dissimilarmente;A1;pack:inedita_missing
dissimilation;;dissimilação;A1;pack:inedita_missing
dissimilitude;;dissimilaridade;A1;pack:inedita_missing
dissimulate;;dissimular;A1;pack:inedita_missing
dissimulating;;dissimulando;A1;pack:inedita_missing
dissimulation;;disssimulação;A1;pack:inedita_missing
dissipates;;dissipa;A1;pack:inedita_missing
dissolute;;dissoluto;A1;pack:inedita_missing
dissoluteness;;devassidão;A1;pack:inedita_missing
dissonancy;;dissonância;A1;pack:inedita_missing
dissonant;;dissonante;A1;pack:inedita_missing
dissuaded;;dissuadido;A1;pack:inedita_missing
dissuading;;dissuadindo;A1;pack:inedita_missing
dissuasive;;dissuasivo;A1;pack:inedita_missing
dissunder;;desunir;A1;pack:inedita_missing
distaff;;fuso;A1;pack:inedita_missing
distain;;desdém;A1;pack:inedita_missing
distained;;manchado;A1;pack:inedita_missing
distempered;;distorcido;A1;pack:inedita_missing
distend;;dilatar;A1;pack:inedita_missing
distich;;dístico;A1;pack:inedita_missing
distill;;destilar;A1;pack:inedita_missing
distillate;;destilado;A1;pack:inedita_missing
distillery;;destilaria;A1;pack:inedita_missing
distortive;;distortivo;A1;pack:inedita_missing
distractable;;distratável;A1;pack:inedita_missing
distractedly;;distraidamente;A1;pack:inedita_missing
distrain;;apreender;A1;pack:inedita_missing
distraint;;apreensão;A1;pack:inedita_missing
distrait;;distraído;A1;pack:inedita_missing
distraughtly;;desesperadamente;A1;pack:inedita_missing
distressful;;angustiante;A1;pack:inedita_missing
distressingly;;angustiantemente;A1;pack:inedita_missing
distriction;;distrito;A1;pack:inedita_missing
distrouble;;perturbar;A1;pack:inedita_missing
disunion;;desunião;A1;pack:inedita_missing
disunite;;desunir;A1;pack:inedita_missing
disused;;desativado;A1;pack:inedita_missing
disutility;;desutilidade;A1;pack:inedita_missing
disvalue;;desvalorizar;A1;pack:inedita_missing
diswitted;;desatento;A1;pack:inedita_missing
ditation;;ditado;A1;pack:inedita_missing
ditched;;abandonado;A1;pack:inedita_missing
ditchwater;;água de vala;A1;pack:inedita_missing
dite;;dizer;A1;pack:inedita_missing
ditheism;;ditheísmo;A1;pack:inedita_missing
dither;;vacilar;A1;pack:inedita_missing
dithering;;indecisão;A1;pack:inedita_missing
dithers;;vacila;A1;pack:inedita_missing
dithery;;indeciso;A1;pack:inedita_missing
dithyramb;;dithyrambo;A1;pack:inedita_missing
dithyrambic;;dítirambo;A1;pack:inedita_missing
ditsy;;distraído;A1;pack:inedita_missing
ditty;;canção;A1;pack:inedita_missing
ditzy;;distraído;A1;pack:inedita_missing
diuine;;divino;A1;pack:inedita_missing
diurnally;;diurnamente;A1;pack:inedita_missing
diurnation;;diurnação;A1;pack:inedita_missing
diuturnity;;diuturnidade;A1;pack:inedita_missing
divagate;;divagar;A1;pack:inedita_missing
divagation;;divagação;A1;pack:inedita_missing
divaricate;;divergir;A1;pack:inedita_missing
divel;;diabo;A1;pack:inedita_missing
divellent;;divelente;A1;pack:inedita_missing
divellicate;;divellicar;A1;pack:inedita_missing
