english;ipa;portuguese;level;tags
launching;;lançamento;A1;pack:inedita_v3
lacks;;faltas;A1;pack:inedita_v3
lacked;;faltou;A1;pack:inedita_v3
landed;;aterrissado;A1;pack:inedita_v3
lucy;;lúcia;A1;pack:inedita_v3
luke;;morno;A1;pack:inedita_v3
lang;;língua;A1;pack:inedita_v3
laying;;deitando;A1;pack:inedita_v3
lasts;;dura;A1;pack:inedita_v3
la;;lá;A1;pack:inedita_v3
lung;;pulmão;A1;pack:inedita_v3
lutheran;;luterano;A1;pack:inedita_v3
laughing;;rindo;A1;pack:inedita_v3
melancholy;;melancolia;A1;pack:inedita_v3
metaphysical;;metafísico;A1;pack:inedita_v3
malignant;;maligno;A1;pack:inedita_v3
mechanism;;mecanismo;A1;pack:inedita_v3
methodology;;metodologia;A1;pack:inedita_v3
meadow;;prado;A1;pack:inedita_v3
menace;;ameaça;A1;pack:inedita_v3
meaningful;;significativo;A1;pack:inedita_v3
melody;;melodia;A1;pack:inedita_v3
measured;;medido;A1;pack:inedita_v3
metaphor;;metáfora;A1;pack:inedita_v3
merely;;meramente;A1;pack:inedita_v3
median;;mediana;A1;pack:inedita_v3
meaningless;;sem sentido;A1;pack:inedita_v3
metallic;;metálico;A1;pack:inedita_v3
memorandum;;memorando;A1;pack:inedita_v3
metaphysics;;metafísica;A1;pack:inedita_v3
mentality;;mentalidade;A1;pack:inedita_v3
mentioned;;mencionado;A1;pack:inedita_v3
mead;;hidromel;A1;pack:inedita_v3
mesh;;malha;A1;pack:inedita_v3
memorable;;memorável;A1;pack:inedita_v3
merits;;méritos;A1;pack:inedita_v3
mercury;;mercúrio;A1;pack:inedita_v3
metric;;métrica;A1;pack:inedita_v3
merged;;fundido;A1;pack:inedita_v3
methods;;métodos;A1;pack:inedita_v3
melting;;derretendo;A1;pack:inedita_v3
metropolitan;;metropolitano;A1;pack:inedita_v3
memoir;;memória;A1;pack:inedita_v3
meditation;;meditação;A1;pack:inedita_v3
merchandise;;mercadoria;A1;pack:inedita_v3
memo;;memorando;A1;pack:inedita_v3
members;;membros;A1;pack:inedita_v3
mediation;;mediação;A1;pack:inedita_v3
merchant;;comerciante;A1;pack:inedita_v3
meanings;;significados;A1;pack:inedita_v3
measurement;;medição;A1;pack:inedita_v3
messiah;;messias;A1;pack:inedita_v3
measurable;;mensurável;A1;pack:inedita_v3
melted;;derretido;A1;pack:inedita_v3
mechanics;;mecânica;A1;pack:inedita_v3
methodist;;metodista;A1;pack:inedita_v3
merchants;;comerciantes;A1;pack:inedita_v3
metabolism;;metabolismo;A1;pack:inedita_v3
ma;;mãe;A1;pack:inedita_v3
malaria;;malária;A1;pack:inedita_v3
metabolic;;metabólico;A1;pack:inedita_v3
membership;;associação;A1;pack:inedita_v3
methyl;;metil;A1;pack:inedita_v3
mechanically;;mecanicamente;A1;pack:inedita_v3
measures;;medidas;A1;pack:inedita_v3
memoirs;;memórias;A1;pack:inedita_v3
meets;;encontra;A1;pack:inedita_v3
mentioning;;mencionando;A1;pack:inedita_v3
mechanisms;;mecanismos;A1;pack:inedita_v3
mexicans;;mexicanos;A1;pack:inedita_v3
membrane;;membrana;A1;pack:inedita_v3
mediterranean;;mediterrâneo;A1;pack:inedita_v3
metastatic;;metastático;A1;pack:inedita_v3
mentally;;mentalmente;A1;pack:inedita_v3
malaysia;;Malásia;A1;pack:inedita_v3
methodological;;metodológico;A1;pack:inedita_v3
ment;;mente;A1;pack:inedita_v3
metastases;;metástases;A1;pack:inedita_v3
memories;;memórias;A1;pack:inedita_v3
nonetheless;;não obstante;A1;pack:inedita_v3
notwithstanding;;não obstante;A1;pack:inedita_v3
noteworthy;;notável;A1;pack:inedita_v3
negligible;;negligível;A1;pack:inedita_v3
novelty;;novidade;A1;pack:inedita_v3
neglected;;negligenciado;A1;pack:inedita_v3
neurotic;;neurótico;A1;pack:inedita_v3
noted;;notado;A1;pack:inedita_v3
negligence;;negligência;A1;pack:inedita_v3
normative;;normativo;A2;pack:inedita_v3
nobility;;nobreza;A2;pack:inedita_v3
noticeable;;perceptível;A2;pack:inedita_v3
node;;nó;A2;pack:inedita_v3
necessity;;necessidade;A2;pack:inedita_v3
noticed;;percebido;A2;pack:inedita_v3
negation;;negação;A2;pack:inedita_v3
norm;;norma;A2;pack:inedita_v3
notification;;notificação;A2;pack:inedita_v3
