english;ipa;portuguese;level;tags
anima;;ânima;A1;pack:inedita_v6
approbation;;aprovação;A1;pack:inedita_v6
antebellum;;pré-guerra;A1;pack:inedita_v6
begotten;;gerado;A1;pack:inedita_v6
blushing;;corando;A1;pack:inedita_v6
bleaching;;branqueamento;A1;pack:inedita_v6
blocker;;bloqueador;A1;pack:inedita_v6
beaux;;namorados;A1;pack:inedita_v6
blanco;;branco;A1;pack:inedita_v6
blazed;;incendiado;A1;pack:inedita_v6
complacent;;complacente;A1;pack:inedita_v6
convoluted;;complicado;A1;pack:inedita_v6
concur;;concordar;A1;pack:inedita_v6
consequential;;consequente;A1;pack:inedita_v6
conjure;;conjurar;A1;pack:inedita_v6
consummate;;consumado;A1;pack:inedita_v6
confound;;confundir;A1;pack:inedita_v6
contemptible;;desprezível;A1;pack:inedita_v6
confounding;;confundidor;A1;pack:inedita_v6
conceptualize;;conceituar;A1;pack:inedita_v6
concordance;;concordância;A1;pack:inedita_v6
convulsive;;convulsivo;A1;pack:inedita_v6
complimentary;;cortesia;A1;pack:inedita_v6
contagion;;contágio;A1;pack:inedita_v6
concurrence;;concorrência;A1;pack:inedita_v6
commemorate;;comemorar;A1;pack:inedita_v6
commendable;;louvável;A1;pack:inedita_v6
confide;;confiar;A1;pack:inedita_v6
conservatory;;conservatório;A1;pack:inedita_v6
constricted;;constrangido;A1;pack:inedita_v6
commemoration;;comemoração;A1;pack:inedita_v6
contemporaneous;;contemporâneo;A1;pack:inedita_v6
comprehensively;;abrangentemente;A1;pack:inedita_v6
concurred;;concordou;A1;pack:inedita_v6
converged;;convergido;A1;pack:inedita_v6
consoled;;consolado;A1;pack:inedita_v6
commando;;comando;A1;pack:inedita_v6
congested;;congestionado;A1;pack:inedita_v6
consumerism;;consumismo;A1;pack:inedita_v6
conflicted;;conflitante;A1;pack:inedita_v6
contemptuously;;desdenhosamente;A1;pack:inedita_v6
conversing;;conversando;A1;pack:inedita_v6
consolidating;;consolidando;A1;pack:inedita_v6
conferring;;conferindo;A1;pack:inedita_v6
consigned;;consignado;A1;pack:inedita_v6
compatriots;;compatriotas;A1;pack:inedita_v6
contaminant;;contaminante;A1;pack:inedita_v6
confiscation;;confisco;A1;pack:inedita_v6
communicator;;comunicador;A1;pack:inedita_v6
commonality;;comunalidade;A1;pack:inedita_v6
complementarity;;complementaridade;A1;pack:inedita_v6
conjunctivitis;;conjuntivite;A1;pack:inedita_v6
contraband;;contrabando;A1;pack:inedita_v6
commuting;;deslocamento;A1;pack:inedita_v6
comparability;;comparabilidade;A1;pack:inedita_v6
constraining;;limitante;A1;pack:inedita_v6
commonsense;;senso comum;A1;pack:inedita_v6
conjured;;conjurou;A1;pack:inedita_v6
diminutive;;diminutivo;A1;pack:inedita_v6
discernment;;discernimento;A1;pack:inedita_v6
disseminate;;disseminar;A1;pack:inedita_v6
distraught;;perturbado;A1;pack:inedita_v6
disarray;;desordem;A1;pack:inedita_v6
disgruntled;;descontente;A1;pack:inedita_v6
disconcerting;;desconcertante;A1;pack:inedita_v6
dissident;;dissidente;A1;pack:inedita_v6
discordant;;discordante;A1;pack:inedita_v6
dilapidated;;dilapidado;A1;pack:inedita_v6
dissension;;dissensão;A1;pack:inedita_v6
dissipate;;dissipar;A2;pack:inedita_v6
