english;ipa;portuguese;level;tags
apparel;;vestuário;A1;pack:inedita_v5
bewilderment;;desorientação;A1;pack:inedita_v5
beau;;namorado;A1;pack:inedita_v5
beset;;afligir;A1;pack:inedita_v5
blackened;;enegrecido;A1;pack:inedita_v5
blossoms;;flores;A1;pack:inedita_v5
blooms;;flores;A1;pack:inedita_v5
blasting;;detonação;A1;pack:inedita_v5
blinded;;cegado;A1;pack:inedita_v5
blanc;;branco;A1;pack:inedita_v5
besieged;;sitiado;A1;pack:inedita_v5
blinked;;piscou;A1;pack:inedita_v5
blanche;;branquear;A1;pack:inedita_v5
bella;;bela;A1;pack:inedita_v5
consort;;consorte;A1;pack:inedita_v5
compassionate;;compassivo;A1;pack:inedita_v5
conceit;;presunção;A1;pack:inedita_v5
concede;;conceder;A1;pack:inedita_v5
concord;;concórdia;A1;pack:inedita_v5
confounded;;confundido;A1;pack:inedita_v5
compliant;;conformista;A1;pack:inedita_v5
compendium;;compêndio;A1;pack:inedita_v5
consortium;;consórcio;A1;pack:inedita_v5
contentious;;polêmico;A1;pack:inedita_v5
contentment;;contentamento;A1;pack:inedita_v5
concurrently;;concomitantemente;A1;pack:inedita_v5
congruent;;congruente;A1;pack:inedita_v5
composure;;composura;A1;pack:inedita_v5
contrived;;forçado;A1;pack:inedita_v5
contemplative;;contemplativo;A1;pack:inedita_v5
confluence;;confluência;A1;pack:inedita_v5
commend;;elogiar;A1;pack:inedita_v5
considerate;;atencioso;A1;pack:inedita_v5
conglomerate;;conglomerado;A1;pack:inedita_v5
conduit;;conduto;A1;pack:inedita_v5
contiguous;;contíguo;A1;pack:inedita_v5
constrain;;restringir;A1;pack:inedita_v5
connotation;;conotação;A1;pack:inedita_v5
consolidate;;consolidar;A1;pack:inedita_v5
converge;;convergir;A1;pack:inedita_v5
consternation;;consternação;A1;pack:inedita_v5
congruence;;congruência;A1;pack:inedita_v5
contemptuous;;desdenhoso;A1;pack:inedita_v5
conveyance;;transporte;A1;pack:inedita_v5
commence;;começar;A1;pack:inedita_v5
companionship;;companhia;A1;pack:inedita_v5
comprehensible;;compreensível;A1;pack:inedita_v5
contends;;contende;A1;pack:inedita_v5
complacency;;complacência;A1;pack:inedita_v5
conceivably;;concebivelmente;A1;pack:inedita_v5
constellation;;constelação;A1;pack:inedita_v5
conciliation;;conciliação;A1;pack:inedita_v5
commensurate;;proporcional;A1;pack:inedita_v5
concealment;;ocultação;A1;pack:inedita_v5
consecration;;consagração;A1;pack:inedita_v5
conceptualization;;conceitualização;A1;pack:inedita_v5
compress;;comprimir;A1;pack:inedita_v5
compile;;compilar;A1;pack:inedita_v5
complicity;;cumplicidade;A1;pack:inedita_v5
connexion;;conexão;A1;pack:inedita_v5
constancy;;constância;A1;pack:inedita_v5
convergent;;convergente;A1;pack:inedita_v5
conspicuously;;conspicuamente;A1;pack:inedita_v5
commencing;;iniciando;A1;pack:inedita_v5
consummation;;consumação;A1;pack:inedita_v5
contributor;;colaborador;A1;pack:inedita_v5
competency;;competência;A1;pack:inedita_v5
connectivity;;conectividade;A1;pack:inedita_v5
conciliatory;;conciliatório;A1;pack:inedita_v5
contemplating;;contemplando;A1;pack:inedita_v5
compounding;;capitalização;A1;pack:inedita_v5
conscription;;conscrição;A1;pack:inedita_v5
commandant;;comandante;A1;pack:inedita_v5
compromising;;comprometedor;A1;pack:inedita_v5
contending;;contendente;A1;pack:inedita_v5
connotations;;conotações;A1;pack:inedita_v5
conjugate;;conjugar;A1;pack:inedita_v5
constriction;;constrição;A1;pack:inedita_v5
configure;;configurar;A1;pack:inedita_v5
concealing;;ocultando;A1;pack:inedita_v5
consecrated;;consagrado;A2;pack:inedita_v5
comprehended;;compreendido;A2;pack:inedita_v5
compressive;;compressivo;A2;pack:inedita_v5
contingencies;;contingências;A2;pack:inedita_v5
contradicts;;contradiz;A2;pack:inedita_v5
conceptualized;;conceituado;A2;pack:inedita_v5
conjugation;;conjugação;A2;pack:inedita_v5
continuance;;continuação;A2;pack:inedita_v5
commodore;;comodoro;A2;pack:inedita_v5
contributory;;contributório;A2;pack:inedita_v5
conqueror;;conquistador;A2;pack:inedita_v5
conforming;;conforme;A2;pack:inedita_v5
conveying;;transmitindo;A2;pack:inedita_v5
compliments;;cumprimentos;A2;pack:inedita_v5
condemning;;condenando;A2;pack:inedita_v5
commended;;elogiado;A2;pack:inedita_v5
competencies;;competências;A2;pack:inedita_v5
confided;;confidenciado;A2;pack:inedita_v5
connector;;conector;A2;pack:inedita_v5
consulate;;consulado;A2;pack:inedita_v5
conveyor;;esteira;A2;pack:inedita_v5
commandment;;mandamento;A2;pack:inedita_v5
cons;;contra;A2;pack:inedita_v5
compositional;;composicional;A2;pack:inedita_v5
conquering;;conquistando;A2;pack:inedita_v5
compensating;;compensando;A2;pack:inedita_v5
configured;;configurado;A2;pack:inedita_v5
complied;;cumprido;A2;pack:inedita_v5
complemented;;complementado;A2;pack:inedita_v5
dismayed;;desanimado;A2;pack:inedita_v5
disparate;;disparatado;A2;pack:inedita_v5
dissonance;;dissonância;A2;pack:inedita_v5
discerning;;discernente;A2;pack:inedita_v5
displeased;;descontente;A2;pack:inedita_v5
dictum;;ditado;A2;pack:inedita_v5
diligence;;diligência;A2;pack:inedita_v5
discernible;;discernível;A2;pack:inedita_v5
disregarded;;desconsiderado;A2;pack:inedita_v5
distort;;distorcer;A2;pack:inedita_v5
diminution;;diminuição;A2;pack:inedita_v5
disorderly;;desordenado;A2;pack:inedita_v5
distaste;;desgosto;A2;pack:inedita_v5
diurnal;;diurno;A2;pack:inedita_v5
diligently;;diligentemente;A2;pack:inedita_v5
disillusionment;;desilusão;A2;pack:inedita_v5
displeasure;;descontentamento;A2;pack:inedita_v5
dissipated;;dissipado;A2;pack:inedita_v5
distressing;;angustiante;A2;pack:inedita_v5
distinguishable;;distinguível;A2;pack:inedita_v5
discerned;;discernido;A2;pack:inedita_v5
diction;;dicção;A2;pack:inedita_v5
diplomat;;diplomata;A2;pack:inedita_v5
disconnected;;desconectado;A2;pack:inedita_v5
disillusioned;;desiludido;A2;pack:inedita_v5
divert;;desviar;A2;pack:inedita_v5
disagreeable;;desagradável;A2;pack:inedita_v5
disgusted;;enojado;A2;pack:inedita_v5
disinterested;;desinteressado;A2;pack:inedita_v5
diverge;;divergir;A2;pack:inedita_v5
diaspora;;diáspora;A2;pack:inedita_v5
discredit;;desacreditar;A2;pack:inedita_v5
disordered;;desordenado;A2;pack:inedita_v5
divination;;adivinhação;A2;pack:inedita_v5
discriminating;;discriminador;A2;pack:inedita_v5
divisive;;divisivo;A2;pack:inedita_v5
dissenting;;dissidente;A2;pack:inedita_v5
directorate;;diretoria;A2;pack:inedita_v5
disorganized;;desorganizado;A2;pack:inedita_v5
discontinue;;descontinuar;A2;pack:inedita_v5
dispel;;dissipar;A2;pack:inedita_v5
distillation;;destilação;A2;pack:inedita_v5
