english;ipa;portuguese;level;tags
pores;;poros;A1;pack:inedita_v4
quicker;;mais rápido;A1;pack:inedita_v4
queens;;rainhas;A1;pack:inedita_v4
reproach;;censura;A1;pack:inedita_v4
resonant;;ressonante;A1;pack:inedita_v4
restrain;;restringir;A1;pack:inedita_v4
remembrance;;lembrança;A1;pack:inedita_v4
rebirth;;renascimento;A1;pack:inedita_v4
remedial;;corretivo;A1;pack:inedita_v4
remission;;remissão;A1;pack:inedita_v4
rectum;;reto;A1;pack:inedita_v4
refractory;;refratário;A1;pack:inedita_v4
relics;;relíquias;A1;pack:inedita_v4
reminiscences;;lembranças;A1;pack:inedita_v4
reconnaissance;;reconhecimento;A1;pack:inedita_v4
reconstruct;;reconstruir;A1;pack:inedita_v4
relaxing;;relaxante;A1;pack:inedita_v4
regulator;;regulador;A1;pack:inedita_v4
respectful;;respeitoso;A1;pack:inedita_v4
reportedly;;supostamente;A1;pack:inedita_v4
resided;;residiu;A1;pack:inedita_v4
referendum;;referendo;A1;pack:inedita_v4
rebellious;;rebelde;A1;pack:inedita_v4
reckoned;;calculado;A1;pack:inedita_v4
repay;;reembolsar;A2;pack:inedita_v4
restraints;;restrições;A2;pack:inedita_v4
salvage;;salvamento;A2;pack:inedita_v4
sap;;seiva;A2;pack:inedita_v4
solute;;soluto;A2;pack:inedita_v4
sacrament;;sacramento;A2;pack:inedita_v4
sans;;sem;A2;pack:inedita_v4
safeguards;;salvaguardas;A2;pack:inedita_v4
sanitation;;saneamento;A2;pack:inedita_v4
tout;;promover;A2;pack:inedita_v4
tonic;;tônico;A2;pack:inedita_v4
temperance;;temperança;A2;pack:inedita_v4
tortured;;torturado;A2;pack:inedita_v4
topped;;coberto;A2;pack:inedita_v4
ubiquitous;;onipresente;B1;pack:inedita_v4
unnoticed;;despercebido;B1;pack:inedita_v4
unanimous;;unânime;B1;pack:inedita_v4
unpopular;;impopular;B1;pack:inedita_v4
uncontrolled;;descontrolado;B1;pack:inedita_v4
unresolved;;não resolvido;B1;pack:inedita_v4
unconditional;;incondicional;B1;pack:inedita_v4
unitary;;unitário;B1;pack:inedita_v4
unworthy;;indigno;B1;pack:inedita_v4
unavailable;;indisponível;B1;pack:inedita_v4
universality;;universalidade;B1;pack:inedita_v4
untouched;;intocado;B1;pack:inedita_v4
unfolding;;desdobramento;B1;pack:inedita_v4
venerable;;venerável;B1;pack:inedita_v4
vertex;;vértice;B1;pack:inedita_v4
vault;;cofre;B1;pack:inedita_v4
viscous;;viscoso;B1;pack:inedita_v4
verge;;beira;B1;pack:inedita_v4
vapour;;vapor;B1;pack:inedita_v4
viceroy;;vice-rei;B1;pack:inedita_v4
valence;;valência;B1;pack:inedita_v4
visualize;;visualizar;B2;pack:inedita_v4
vet;;veterinário;B2;pack:inedita_v4
virgil;;virgílio;B2;pack:inedita_v4
venetian;;veneciano;B2;pack:inedita_v4
wary;;cauteloso;B2;pack:inedita_v4
wired;;conectado;B2;pack:inedita_v4
warranted;;justificado;B2;pack:inedita_v4
writ;;mandado;B2;pack:inedita_v4
watershed;;divisória de águas;B2;pack:inedita_v4
waveform;;forma de onda;B2;pack:inedita_v4
walt;;valsa;B2;pack:inedita_v4
warmly;;calorosamente;B2;pack:inedita_v4
wards;;alas;B2;pack:inedita_v4
warmed;;aquecido;B2;pack:inedita_v4
wiring;;fiação;C1;pack:inedita_v4
yelling;;gritando;C1;pack:inedita_v4
yahweh;;iaweh;C1;pack:inedita_v4
yiddish;;iídiche;C1;pack:inedita_v4
yo;;e aí;C2;pack:inedita_v4
